right,left,explain.started,explain.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,explain_2.started,explain_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,explain_3.started,explain_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,fixation.started,fixation.stopped,practice.started,practice.stopped,response.started,response.stopped,key_resp.keys,key_resp.rt,key_resp.duration,feedback.started,feedback.stopped,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,white_ratio,explain_4.started,explain_4.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,dotDisplay.started,dotDisplay.stopped,ITI.started,ITI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_2.started,break_2.stopped,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,176.5973,177.0969,,,177.3471,177.6358,left,0.2793,,,,,,,,,0.1,,,,,,177.0969,177.3471,177.6359,178.7356,0,4,4,29,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,178.7359,179.2356,,,179.4863,180.7529,right,1.2615,,,,,,,,,0.6,,,,,,179.2356,179.4862,180.753,181.8523,0,5,5,171,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,181.8524,182.3524,,,182.6027,183.0855,left,0.4742,,,,,,,,,0.45,,,,,,182.3524,182.6027,183.0856,184.1858,0,6,6,88,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,184.186,184.6857,,,184.9359,185.5579,left,0.6147,,,,,,,,,0.45,,,,,,184.6857,184.9359,185.5579,186.6578,0,7,7,60,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,186.658,187.1577,,,187.4077,187.7243,left,0.3088,,,,,,,,,0.1,,,,,,187.1577,187.4077,187.7243,188.8243,0,8,8,26,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,188.8245,189.3244,,,189.5744,189.8689,left,0.2871,,,,,,,,,0.1,,,,,,189.3244,189.5744,189.8689,190.9686,0,9,9,2,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,190.969,191.4686,,,191.7194,192.3187,left,0.5899,,,,,,,,,0.4,,,,,,191.4686,191.7194,192.3188,193.4187,0,10,10,39,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,193.4189,193.9188,,,194.1688,194.6353,left,0.4601,,,,,,,,,0.45,,,,,,193.9188,194.1688,194.6353,195.7352,0,11,11,72,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,195.7354,196.2352,,,196.4853,196.8136,left,0.3223,,,,,,,,,0.1,,,,,,196.2352,196.4853,196.8136,197.9135,0,12,12,22,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,197.9138,198.4134,,,198.6633,199.2076,left,0.5365,,,,,,,,,0.55,,,,,,198.4134,198.6633,199.2076,200.3075,0,13,13,145,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,200.3078,200.8075,,,201.0578,201.43,left,0.3655,,,,,,,,,0.4,,,,,,200.8075,201.0578,201.43,202.5295,0,14,14,34,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,202.5298,203.0297,,,203.2802,203.7909,left,0.5019,,,,,,,,,0.5,,,,,,203.0297,203.2802,203.7909,204.8905,0,15,15,102,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,204.891,205.3906,,,205.6406,206.4688,left,0.8223,,,,,,,,,0.55,,,,,,205.3906,205.6406,206.4689,207.5682,0,16,16,132,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,207.5684,208.0686,,,208.3187,209.174,left,0.8468,,,,,,,,,0.5,,,,,,208.0686,208.3187,209.174,210.2739,0,17,17,116,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,210.274,210.774,,,211.0243,211.3295,right,0.2985,,,,,,,,,0.9,,,,,,210.774,211.0242,211.3295,212.4293,0,18,18,203,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,212.4296,212.9292,,,213.1796,213.8737,left,0.6855,,,,,,,,,0.5,,,,,,212.9293,213.1796,213.8737,214.9739,0,19,19,106,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,214.9741,215.4736,,,215.7239,216.4459,left,0.7176,,,,,,,,,0.45,,,,,,215.4737,215.7239,216.446,217.5462,0,20,20,81,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,217.5464,218.0458,,,218.2961,218.5406,left,0.2363,,,,,,,,,0.1,,,,,,218.0458,218.2961,218.5406,219.6405,0,21,21,25,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,219.6408,220.1403,,,220.3905,220.8013,left,0.4047,,,,,,,,,0.4,,,,,,220.1403,220.3905,220.8013,221.9012,0,22,22,30,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,221.9014,222.4012,,,222.6516,222.918,right,0.2602,,,,,,,,,0.9,,,,,,222.4012,222.6516,222.918,224.0179,0,23,23,195,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,224.0181,224.5179,,,224.7684,224.9623,right,0.1848,,,,,,,,,0.9,,,,,,224.518,224.7683,224.9624,226.0625,0,24,24,188,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,226.0629,226.5622,,,226.8124,227.7345,left,0.9132,,,,,,,,,0.55,,,,,,226.5622,226.8124,227.7345,228.8344,0,25,25,148,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,228.8345,229.3344,,,229.5845,230.3849,right,0.7946,,,,,,,,,0.55,,,,,,229.3344,229.5845,230.385,231.4843,0,26,26,121,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,231.4845,231.9843,,,232.2348,232.9621,right,0.7255,,,,,,,,,0.6,,,,,,231.9844,232.2348,232.9621,234.0624,0,27,27,174,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,234.0626,234.5621,,,234.8122,235.1788,right,0.3596,,,,,,,,,0.5,,,,,,234.5621,234.8122,235.1788,236.2787,0,28,28,105,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,236.279,236.7788,,,237.0298,237.2842,left,0.2473,,,,,,,,,0.1,,,,,,236.7788,237.0298,237.2842,238.3841,0,29,29,20,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,238.3844,238.8843,,,239.1345,239.4681,right,0.3278,,,,,,,,,0.6,,,,,,238.8843,239.1345,239.4681,240.5675,0,30,30,159,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,240.5676,241.0674,,,241.3178,242.023,right,0.7009,,,,,,,,,0.55,,,,,,241.0674,241.3177,242.0231,243.1234,0,31,31,144,1,,,,,,,
,,,,,,,676c294b3882bfc79db02234,68253102053033c43a34c5d1,2025-05-15_01h33.01.071,cuing_paradigm_dot,2024.1.5,Win32,178.5714286,68242c07d0c0e200c6451fdd,,,,,,,,,,,243.1236,243.6232,,,243.8731,244.1674,right,0.2874,,,,,,,,,0.9,,,,,,243.6233,243.8731,244.1674,245.2673,0,32,32,180,1,,,,,,,
