right,left,explain.started,explain.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,explain_2.started,explain_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,explain_3.started,explain_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,fixation.started,fixation.stopped,practice.started,practice.stopped,response.started,response.stopped,key_resp.keys,feedback.started,feedback.stopped,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,white_ratio,explain_4.started,explain_4.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,dotDisplay.started,dotDisplay.stopped,key_resp.rt,key_resp.duration,ITI.started,polygon_1.pos,polygon_1.color,polygon_2.pos,polygon_2.color,polygon_3.pos,polygon_3.color,polygon_4.pos,polygon_4.color,polygon_5.pos,polygon_5.color,polygon_6.pos,polygon_6.color,polygon_7.pos,polygon_7.color,polygon_8.pos,polygon_8.color,polygon_9.pos,polygon_9.color,polygon_10.pos,polygon_10.color,polygon_11.pos,polygon_11.color,polygon_12.pos,polygon_12.color,polygon_13.pos,polygon_13.color,polygon_14.pos,polygon_14.color,polygon_15.pos,polygon_15.color,polygon_16.pos,polygon_16.color,polygon_17.pos,polygon_17.color,polygon_18.pos,polygon_18.color,polygon_19.pos,polygon_19.color,polygon_20.pos,polygon_20.color,polygon_21.pos,polygon_21.color,polygon_22.pos,polygon_22.color,polygon_23.pos,polygon_23.color,polygon_24.pos,polygon_24.color,polygon_25.pos,polygon_25.color,polygon_26.pos,polygon_26.color,polygon_27.pos,polygon_27.color,polygon_28.pos,polygon_28.color,polygon_29.pos,polygon_29.color,polygon_30.pos,polygon_30.color,polygon_31.pos,polygon_31.color,polygon_32.pos,polygon_32.color,dot_size,ITI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_2.started,break_2.stopped,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,67ab788b4d53609dd0e26861,682f0fb9b01a9108f77c9d42,2025-05-22_14h11.07.171,cuing_paradigm_dot,2024.1.5,Win32,58.13953488,682d573fa47f1360d1451895,,,,,,,,,,,355.1038,355.5929,,,355.8379,356.4463,left,,,,,,,,0.9,,,,,,355.593,355.8378,0.5964,,356.4464,"[-0.06343282615561113,-0.0915336400340846]","[1,1,1]","[-0.07565387000920959,0.0006556973514397699]","[1,1,1]","[-0.173171949987528,0.016986046550440004]","[1,1,1]","[-0.14102996288861447,-0.08935039863949355]","[1,1,1]","[0.10546398133075004,0.058320710712468936]","[1,1,1]","[-0.08814453112499772,0.15932537271400143]","[1,1,1]","[-0.08409227095433869,-0.16298218423990962]","[1,1,1]","[-0.04215405245006206,0.05097422468265954]","[1,1,1]","[0.043944704764365114,0.15990840617169327]","[1,1,1]","[-0.1803960912112173,0.07321158865551268]","[1,1,1]","[0.14122725209520673,0.03782139067374177]","[1,1,1]","[0.02696302902913088,-0.032417069230002114]","[-1,-1,-1]","[0.1892330276648057,-0.04772381342161863]","[-1,-1,-1]","[-0.12836168187275465,-0.0023084052912285967]","[1,1,1]","[0.05478831367189751,0.07892504986545062]","[1,1,1]","[-0.012913973863006797,-0.047990507056485325]","[1,1,1]","[0.007247215464598461,-0.14617210495290292]","[1,1,1]","[0.02616986305351151,0.04532193620345468]","[1,1,1]","[-0.046306472382826376,-0.18795155905316904]","[1,1,1]","[0.15008710439572834,-0.0749995421144567]","[1,1,1]","[-0.13064321744741722,0.09007856861115458]","[1,1,1]","[0.10940328774655954,0.14265006556896329]","[1,1,1]","[0.005078853440798749,-0.10445170851418871]","[1,1,1]","[0.08246099296463932,-0.0686350178272546]","[1,1,1]","[0.06549951940365777,-0.017056228441193807]","[1,1,1]","[-0.07019972669101403,0.0964637095649483]","[1,1,1]","[-0.13534366346560003,-0.13776246668103073]","[1,1,1]","[-0.0239643567861782,0.14401590717912408]","[1,1,1]","[0.004131987336081246,-0.18897903815344064]","[1,1,1]","[0.00776233806035668,0.11425812092784568]","[1,1,1]","[0.16990761285745215,0.0879490655368564]","[-1,-1,-1]","[0.003741214329915326,0.18249461720639437]","[1,1,1]","[0.02,0.02]",357.5436,0,113,113,192,1,,,,,,,
,,,,,,,67ab788b4d53609dd0e26861,682f0fb9b01a9108f77c9d42,2025-05-22_14h11.07.171,cuing_paradigm_dot,2024.1.5,Win32,58.13953488,682d573fa47f1360d1451895,,,,,,,,,,,357.5456,358.0437,,,358.2974,358.9559,right,,,,,,,,0.1,,,,,,358.044,358.2972,0.6362,,358.9562,"[-0.08241886259725614,-0.17551806124035968]","[-1,-1,-1]","[-0.14026446730227377,-0.030652917769457912]","[-1,-1,-1]","[-0.0743110353404956,0.02831572785475972]","[-1,-1,-1]","[-0.16906319199574518,0.0029296766646843687]","[-1,-1,-1]","[0.007187271132731082,-0.1830338130881998]","[-1,-1,-1]","[0.02944601156081062,-0.017795933942395592]","[1,1,1]","[0.19468051195415695,0.03803223771880478]","[1,1,1]","[0.03353898868102499,0.17180621335072482]","[-1,-1,-1]","[0.07675612513432269,-0.1230504363494745]","[-1,-1,-1]","[0.07411048985521293,0.08675329260904352]","[-1,-1,-1]","[0.15150402070518762,-0.03815813343666432]","[-1,-1,-1]","[0.13168567554017233,-0.08711630241395006]","[-1,-1,-1]","[0.04355104563671735,0.025844605512434185]","[1,1,1]","[-0.11898110733344383,0.10476887740106501]","[-1,-1,-1]","[-0.017304964492644206,-0.040760482764120205]","[-1,-1,-1]","[0.007998055254359735,0.09940508822191516]","[-1,-1,-1]","[0.1467786609090727,0.05917621641669179]","[-1,-1,-1]","[-0.014764148157389734,0.0420697437279895]","[-1,-1,-1]","[-0.0022290861256696543,-0.09078012335913427]","[-1,-1,-1]","[-0.04236228191115964,-0.18865804635551656]","[-1,-1,-1]","[0.03638211915812469,0.07052526665310913]","[-1,-1,-1]","[0.004306348972325017,-0.14189334537547305]","[-1,-1,-1]","[0.15768805187941276,0.10486935484663366]","[-1,-1,-1]","[0.19207128307453258,-0.02524761964729597]","[-1,-1,-1]","[-0.03629531490310292,0.10821238217756722]","[-1,-1,-1]","[0.10289896751501823,-0.015947058732054556]","[-1,-1,-1]","[0.12876241497653354,-0.14285651463279422]","[-1,-1,-1]","[0.11053451715089624,0.02496223930202378]","[-1,-1,-1]","[-0.114846443129605,0.03873178089604502]","[-1,-1,-1]","[-0.16473668940921785,0.053501756267295975]","[-1,-1,-1]","[-0.1284838334300651,-0.1372157406679359]","[-1,-1,-1]","[-0.057529118888352895,-0.059842048330216446]","[-1,-1,-1]","[0.02,0.02]",360.0518,0,114,114,9,1,,,,,,,
,,,,,,,67ab788b4d53609dd0e26861,682f0fb9b01a9108f77c9d42,2025-05-22_14h11.07.171,cuing_paradigm_dot,2024.1.5,Win32,58.13953488,682d573fa47f1360d1451895,,,,,,,,,,,360.0526,360.5459,,,360.7877,361.4657,right,,,,,,,,0.1,,,,,,360.546,360.7876,0.6639,,361.466,"[-0.1713601527655891,0.07702800101786506]","[-1,-1,-1]","[0.09930257412463499,0.02854879463705272]","[-1,-1,-1]","[0.17065911414351717,0.005922034908767086]","[-1,-1,-1]","[-0.03655631973159147,-0.03907047719362358]","[-1,-1,-1]","[-0.008337847723332835,-0.11523833831192327]","[-1,-1,-1]","[-0.0023743005628782806,-0.061977634012129086]","[-1,-1,-1]","[-0.03890832714031953,0.09549889694695947]","[1,1,1]","[-0.10489274104247802,0.11332896918613132]","[-1,-1,-1]","[-0.07906754616874953,0.16888088424997044]","[-1,-1,-1]","[-0.10827548873801685,-0.1245014337715714]","[-1,-1,-1]","[-0.15230573255129598,0.03618961198088531]","[-1,-1,-1]","[0.05543219067067399,0.029290864945605895]","[-1,-1,-1]","[-0.14646279637668103,-0.09553141936016046]","[-1,-1,-1]","[0.11337637616437415,-0.13563442686050245]","[-1,-1,-1]","[0.09714082724523598,-0.043172311816981085]","[-1,-1,-1]","[-0.009742191838471517,0.0031390945696008633]","[-1,-1,-1]","[-0.10300784404747727,-0.16459756858449578]","[-1,-1,-1]","[-0.06826996353214249,-0.18696054571770584]","[1,1,1]","[-0.09094405254024387,0.029575009342654224]","[-1,-1,-1]","[-0.18404131752839784,-0.027755155332015932]","[-1,-1,-1]","[0.07014210746941255,-0.007923140368520756]","[-1,-1,-1]","[0.02467958702083159,0.1346287982085851]","[-1,-1,-1]","[0.050763020394296775,0.07961352226625168]","[-1,-1,-1]","[0.0203082144621084,-0.19711067716114614]","[-1,-1,-1]","[0.07369635513116443,-0.17986154262451481]","[-1,-1,-1]","[0.058797913610091755,-0.1173542524397253]","[1,1,1]","[0.1400819786406186,-0.07476463015525216]","[-1,-1,-1]","[0.18742656017030027,0.06509516993647681]","[-1,-1,-1]","[-0.13426491127345966,0.14479038785144008]","[-1,-1,-1]","[-0.04913195216835966,0.03260629107812576]","[-1,-1,-1]","[0.09540034549663864,-0.08427235573986475]","[-1,-1,-1]","[0.18995906254224854,-0.05709256739126476]","[-1,-1,-1]","[0.02,0.02]",362.56,0,115,115,16,1,,,,,,,
,,,,,,,67ab788b4d53609dd0e26861,682f0fb9b01a9108f77c9d42,2025-05-22_14h11.07.171,cuing_paradigm_dot,2024.1.5,Win32,58.13953488,682d573fa47f1360d1451895,,,,,,,,,,,362.5616,363.0592,,,363.3108,364.1952,right,,,,,,,,0.45,,,,,,363.0594,363.3107,0.858,,364.1953,"[0.011226704310967174,-0.0018887215641063334]","[-1,-1,-1]","[-0.1316335008541147,-0.0825644082742693]","[1,1,1]","[0.17081966906583101,-0.027991113574527174]","[1,1,1]","[0.03669992635222991,-0.17035204713301405]","[-1,-1,-1]","[-0.1001105180217841,0.09392684592787126]","[1,1,1]","[-0.011434618376762885,-0.0350382338048278]","[1,1,1]","[0.08343590539282869,-0.15473514290691925]","[-1,-1,-1]","[-0.01443584667579401,0.14154850239079383]","[1,1,1]","[0.11584801406625599,-0.0048881319084012]","[-1,-1,-1]","[-0.05190972524142449,-0.11657722909551382]","[-1,-1,-1]","[-0.0918699687331927,-0.009413944991792487]","[1,1,1]","[-0.09061513864618921,-0.09268428762736905]","[-1,-1,-1]","[-0.05956830040902867,0.15579986048812638]","[1,1,1]","[0.0854490659112314,0.1178889925155102]","[1,1,1]","[0.10770968003006706,-0.10324730752938216]","[1,1,1]","[0.05243749098655442,0.1560367025565677]","[1,1,1]","[-0.05103232562424126,-0.009065763036254983]","[-1,-1,-1]","[0.13211209008796163,0.12681896396126816]","[1,1,1]","[-0.18154834002113499,-0.08280799382510258]","[-1,-1,-1]","[0.029531403734173164,-0.12910022727127105]","[-1,-1,-1]","[0.1942633301560241,0.011032964569512868]","[-1,-1,-1]","[0.06313237103072045,-0.07781124922312556]","[-1,-1,-1]","[0.12266767316854778,0.08729473026550316]","[-1,-1,-1]","[0.04198138717622629,0.03626213676556879]","[-1,-1,-1]","[-0.04143531876563806,0.09539396066170656]","[-1,-1,-1]","[-0.14870012459807086,0.12394425528151934]","[-1,-1,-1]","[0.02015572404953734,0.09745082756310865]","[1,1,1]","[-0.17188380167962306,0.060996337509619324]","[1,1,1]","[0.009637353776600383,-0.08108553398859572]","[1,1,1]","[-0.13552887534021643,0.024833875991058917]","[-1,-1,-1]","[-0.14226002832505572,-0.03910149836934646]","[-1,-1,-1]","[0.08521877756725688,-0.04162535059734949]","[-1,-1,-1]","[0.02,0.02]",365.2876,0,116,116,67,1,,,,,,,
,,,,,,,67ab788b4d53609dd0e26861,682f0fb9b01a9108f77c9d42,2025-05-22_14h11.07.171,cuing_paradigm_dot,2024.1.5,Win32,58.13953488,682d573fa47f1360d1451895,,,,,,,,,,,365.2883,365.7856,,,366.0371,366.8693,right,,,,,,,,0.55,,,,,,365.7856,366.037,0.8171,,366.8694,"[-0.09986469313031408,-0.11344060336260821]","[1,1,1]","[0.13709230819024795,0.04053235046385365]","[1,1,1]","[-0.1801436889270662,0.003711140324269919]","[1,1,1]","[0.00029855102787310815,0.08894026057891036]","[-1,-1,-1]","[0.05349201426536672,-0.08378135230436724]","[-1,-1,-1]","[-0.004025846312370892,0.023870908764398072]","[1,1,1]","[-0.14895547516077168,-0.1231340271301291]","[-1,-1,-1]","[0.14896882310381435,-0.011239601672090871]","[1,1,1]","[-0.11222786909354081,-0.15916644035987865]","[-1,-1,-1]","[0.027961254554795634,0.05898616373719521]","[1,1,1]","[0.1577007382344728,-0.0828179709568538]","[-1,-1,-1]","[-0.08843007051804933,0.0862176422511223]","[1,1,1]","[0.11041470250478498,0.09064122060048205]","[-1,-1,-1]","[-0.10238831947367344,-0.040577565347586324]","[-1,-1,-1]","[0.17542660962046355,0.08369684012777819]","[1,1,1]","[0.1155825367517643,-0.06599968109588124]","[1,1,1]","[-0.1410368066312714,-0.009599908412872896]","[-1,-1,-1]","[-0.07300726272439997,0.02573499038714035]","[-1,-1,-1]","[-0.1863985872875677,-0.037359178218930436]","[1,1,1]","[-0.039616314218145265,0.05045992043187954]","[-1,-1,-1]","[-0.060877652854379495,-0.02759219556842953]","[1,1,1]","[0.07615697572056596,-0.009055379593435582]","[-1,-1,-1]","[-0.1344304921675961,0.08005169845777134]","[1,1,1]","[0.0779276626699124,-0.1499949230992942]","[1,1,1]","[-0.06074047407572339,0.11738912675558136]","[-1,-1,-1]","[-0.15597700635377776,-0.08081202716187956]","[1,1,1]","[0.1156414886474969,-0.13235063859972276]","[1,1,1]","[0.0003410607254460998,-0.14997179978350872]","[-1,-1,-1]","[0.003669661799020148,-0.04181463477014532]","[1,1,1]","[0.04043422016177595,0.19040833268206303]","[-1,-1,-1]","[-0.044804502188995586,0.17770243034378883]","[1,1,1]","[0.06914212004326767,0.10736548117305539]","[1,1,1]","[0.02,0.02]",367.9689,0,117,117,133,1,,,,,,,
,,,,,,,67ab788b4d53609dd0e26861,682f0fb9b01a9108f77c9d42,2025-05-22_14h11.07.171,cuing_paradigm_dot,2024.1.5,Win32,58.13953488,682d573fa47f1360d1451895,,,,,,,,,,,367.9699,368.4662,,,368.7209,369.0042,right,,,,,,,,0.1,,,,,,368.4663,368.7208,0.2687,,369.0044,"[0.1006728521222544,0.044233031732483045]","[-1,-1,-1]","[-0.02509284040297812,-0.19302513598261092]","[-1,-1,-1]","[0.09765630662983811,0.08623779051870249]","[1,1,1]","[0.10201770509182717,-0.03863657771930338]","[-1,-1,-1]","[-0.044064782368517685,0.18871164887571817]","[-1,-1,-1]","[-0.06888979598449432,-0.13199066754474298]","[-1,-1,-1]","[0.004164875687229725,0.16680198953752573]","[-1,-1,-1]","[-0.08618455306813223,0.07815322594736532]","[-1,-1,-1]","[-0.17183897247009605,0.048158688560023866]","[-1,-1,-1]","[0.13486323181691892,-0.145867010575188]","[-1,-1,-1]","[-0.0037526092876491836,-0.15133856388297873]","[-1,-1,-1]","[-0.18262720219194825,-0.01985508929512843]","[1,1,1]","[-0.17406298310633764,-0.06612701727628302]","[-1,-1,-1]","[-0.10940797880958326,0.014848724555574393]","[-1,-1,-1]","[0.16396004291635588,0.10925971266835702]","[-1,-1,-1]","[0.03991585094693697,0.13285031673524095]","[-1,-1,-1]","[-0.005800146631150179,-0.046282988715585914]","[-1,-1,-1]","[-0.0925252753677852,0.1631310153500747]","[-1,-1,-1]","[0.1800451880926203,-0.011743523765125113]","[-1,-1,-1]","[-0.12965685550999345,-0.13004444474322438]","[-1,-1,-1]","[0.08150619327360674,-0.17442850097461446]","[-1,-1,-1]","[-0.15199512126473944,0.10246688708297821]","[-1,-1,-1]","[0.04158183065076496,-0.03850443452104133]","[-1,-1,-1]","[0.14729514760181175,0.02523122277511958]","[-1,-1,-1]","[0.07928151520305877,-0.11652551008647212]","[1,1,1]","[0.03707730465874648,0.06614176843247578]","[-1,-1,-1]","[-0.06533244301154509,0.1262556953693279]","[-1,-1,-1]","[0.08269460482035611,0.16481182013216011]","[-1,-1,-1]","[0.010661262608893657,-0.08404623038722313]","[-1,-1,-1]","[-0.042096031393339436,-0.01873381775307631]","[-1,-1,-1]","[-0.09113637022188406,-0.04408476742371565]","[-1,-1,-1]","[0.006121442342817771,0.1095261198095345]","[-1,-1,-1]","[0.02,0.02]",370.104,0,118,118,4,1,,,,,,,
,,,,,,,67ab788b4d53609dd0e26861,682f0fb9b01a9108f77c9d42,2025-05-22_14h11.07.171,cuing_paradigm_dot,2024.1.5,Win32,58.13953488,682d573fa47f1360d1451895,,,,,,,,,,,370.1052,370.6046,,,370.8513,371.5362,left,,,,,,,,0.55,,,,,,370.6047,370.8513,0.6669,,371.5363,"[0.0515359272891607,-0.18483839641834088]","[-1,-1,-1]","[-0.0870659109072494,0.15778037104046083]","[1,1,1]","[-0.05844071907984998,-0.050932893865778844]","[1,1,1]","[0.03528169435450953,0.07239261569784791]","[1,1,1]","[0.17249703862946675,-0.0767517619870387]","[1,1,1]","[0.11213998202329281,0.013076816232241602]","[1,1,1]","[0.06409371774285393,-0.02647360604587792]","[1,1,1]","[0.006778278794910899,-0.18119799240935802]","[1,1,1]","[0.1648439338605613,0.03330484757320769]","[-1,-1,-1]","[-0.08267293863123723,-0.0031432877110397542]","[-1,-1,-1]","[-0.1269105798820618,-0.01293773762298745]","[1,1,1]","[0.008441029643435956,-0.1354301592896152]","[-1,-1,-1]","[0.13827608711983336,0.08269721608515626]","[-1,-1,-1]","[-0.16176306128023563,0.0810913693848363]","[1,1,1]","[-0.16744378711949778,-0.07238103373423908]","[-1,-1,-1]","[-0.0456620716222091,0.02944015647985916]","[-1,-1,-1]","[-0.05112983207061444,-0.1345318316316932]","[1,1,1]","[0.0665712270733853,-0.08604391292497149]","[1,1,1]","[-0.1589639150543455,-0.11730424692643514]","[1,1,1]","[0.10609999556830088,-0.05815263814930565]","[-1,-1,-1]","[-0.18363647273274922,-0.010608370243640827]","[1,1,1]","[-0.06713631332173765,0.10322185128758038]","[-1,-1,-1]","[-0.12955022238343805,-0.054801152528203514]","[1,1,1]","[0.07480465666066238,0.03942546473579174]","[-1,-1,-1]","[0.013445617097065253,0.009603132114848546]","[1,1,1]","[0.08930509369429251,-0.15488309329317512]","[1,1,1]","[0.03419190848354387,0.13356898991016763]","[-1,-1,-1]","[0.01625019637753272,0.17746613124866978]","[1,1,1]","[-0.12517363030196815,0.031653655152590686]","[-1,-1,-1]","[-0.03382356818159398,-0.1943261425528322]","[-1,-1,-1]","[0.09914994681105913,-0.11019152630360499]","[-1,-1,-1]","[0.018794699479097725,-0.06221144464300816]","[1,1,1]","[0.02,0.02]",372.6333,0,119,119,126,1,,,,,,,
,,,,,,,67ab788b4d53609dd0e26861,682f0fb9b01a9108f77c9d42,2025-05-22_14h11.07.171,cuing_paradigm_dot,2024.1.5,Win32,58.13953488,682d573fa47f1360d1451895,,,,,,,,,,,372.6337,373.1261,,,373.3812,373.9154,left,,,,,,,,0.45,,,,,,373.1264,373.3809,0.511,,373.9155,"[0.017183636384335812,0.03513958889167872]","[-1,-1,-1]","[0.11806598437808312,-0.047137335401539256]","[-1,-1,-1]","[-0.05942662327846793,-0.0765087796607103]","[-1,-1,-1]","[0.02035127986831614,-0.03472341435244641]","[-1,-1,-1]","[0.1509314937332499,0.11644080205734049]","[1,1,1]","[-0.12444059952879058,0.017758764374510044]","[-1,-1,-1]","[-0.18361272964075473,0.011274578059955525]","[-1,-1,-1]","[-0.026990459895653924,0.048059842013286745]","[1,1,1]","[-0.06524304815335377,-0.15820848489708803]","[1,1,1]","[-0.12501725696075844,-0.024705173608089628]","[1,1,1]","[0.003064654993030773,0.10669174347913048]","[1,1,1]","[0.19010823967157453,0.0021211640647796673]","[1,1,1]","[-0.04364649800567927,0.0014540113521517009]","[1,1,1]","[0.05255910344504636,0.15055139575080234]","[-1,-1,-1]","[0.07609130142662408,0.018116693293527785]","[1,1,1]","[-0.03211447246934771,0.126411842139185]","[1,1,1]","[-0.0030861237233488405,-0.14220263114031106]","[1,1,1]","[0.07174965300352415,-0.1431894950220639]","[-1,-1,-1]","[-0.0837562235457699,0.03294345798451711]","[-1,-1,-1]","[-0.09682067755408552,0.1468574537681907]","[1,1,1]","[0.12188973199765515,0.004578240047362551]","[-1,-1,-1]","[-0.06462781831910606,0.07002836833792296]","[-1,-1,-1]","[0.14893685125102263,-0.09562480872280694]","[1,1,1]","[-0.1328990500498079,-0.14245551295803838]","[-1,-1,-1]","[-0.1662165282264733,0.11040726692863134]","[-1,-1,-1]","[0.18755274235432176,0.06241167190823714]","[-1,-1,-1]","[-0.17393005218202742,-0.042386899651473714]","[-1,-1,-1]","[-0.024882727348851472,0.17230443439167223]","[-1,-1,-1]","[-0.11076341635349381,0.07826422763372953]","[-1,-1,-1]","[-0.12847964282438898,-0.0789266367254498]","[1,1,1]","[0.05847966943898609,0.10266570378341314]","[1,1,1]","[-0.15298963787994344,0.05687114965672877]","[-1,-1,-1]","[0.02,0.02]",375.0097,0,120,120,61,1,,,,,,,
,,,,,,,67ab788b4d53609dd0e26861,682f0fb9b01a9108f77c9d42,2025-05-22_14h11.07.171,cuing_paradigm_dot,2024.1.5,Win32,58.13953488,682d573fa47f1360d1451895,,,,,,,,,,,375.0103,375.5003,,,375.7487,376.0772,right,,,,,,,,0.45,,,,,,375.5004,375.7487,0.3055,,376.0773,"[0.0050785456207749794,-0.18155745250114802]","[-1,-1,-1]","[0.053946038891267485,-0.057245193052539486]","[-1,-1,-1]","[-0.0021792038816038336,-0.03772395439911223]","[1,1,1]","[-0.06732068350534569,0.1806475849487025]","[-1,-1,-1]","[-0.052856630888986685,0.14155570636462528]","[1,1,1]","[0.0869805742422528,-0.11852264253813873]","[1,1,1]","[-0.19095772719044804,-0.05585658449978532]","[-1,-1,-1]","[-0.06473106979851226,-0.15227588885926263]","[1,1,1]","[-0.007857866020595725,0.19376448116532474]","[-1,-1,-1]","[-0.020819394722320857,0.09268985412488517]","[-1,-1,-1]","[-0.1258798912745496,0.07998604257975499]","[1,1,1]","[0.18948857707016706,0.04295791325158499]","[1,1,1]","[0.07503609652002179,0.08426146865399183]","[1,1,1]","[0.04133688487781776,0.1790511335358694]","[1,1,1]","[0.14242546318348448,0.04493274907880844]","[1,1,1]","[-0.08848942873728267,0.026647380848743768]","[-1,-1,-1]","[0.15525974318050773,-0.08702923830836157]","[-1,-1,-1]","[-0.1442398038703154,-0.10322170447686739]","[-1,-1,-1]","[0.06033999873390497,0.1428590694046568]","[-1,-1,-1]","[0.05540304309821643,-0.17562762138159105]","[-1,-1,-1]","[-0.167336845939025,0.04301100046741067]","[1,1,1]","[-0.12099618867573043,-0.05894454345427939]","[-1,-1,-1]","[0.05067472861377054,0.04706908252316152]","[-1,-1,-1]","[-0.0956584968062538,0.14199039671547473]","[-1,-1,-1]","[-0.08844643481771122,-0.09855892840761286]","[1,1,1]","[0.06498294999963052,0.009034612417808709]","[-1,-1,-1]","[0.021471163091802175,0.07712207402662005]","[1,1,1]","[-0.13074487308909222,0.01427660279365106]","[-1,-1,-1]","[-0.0531790270622016,-0.05122359153141508]","[1,1,1]","[0.09974920027156274,-0.1729974249539021]","[1,1,1]","[0.03027917013734025,-0.1153187903938172]","[-1,-1,-1]","[-0.07395208077109675,0.10471287897385255]","[-1,-1,-1]","[0.02,0.02]",377.1779,0,121,121,76,1,,,,,,,
,,,,,,,67ab788b4d53609dd0e26861,682f0fb9b01a9108f77c9d42,2025-05-22_14h11.07.171,cuing_paradigm_dot,2024.1.5,Win32,58.13953488,682d573fa47f1360d1451895,,,,,,,,,,,377.1786,377.676,,,377.9259,378.9198,left,,,,,,,,0.9,,,,,,377.6762,377.9259,0.9786,,378.9199,"[-0.012291389066191961,-0.17891878035823439]","[-1,-1,-1]","[-0.004699701841186732,-0.020666256738011788]","[1,1,1]","[0.01567184456908021,0.025620227876279517]","[1,1,1]","[0.04284577098787065,-0.1799914788751996]","[1,1,1]","[-0.0698922363561189,0.11063096661233461]","[1,1,1]","[-0.1872702893634095,0.035997817194110514]","[1,1,1]","[-0.007594493802475016,0.07996801097627187]","[1,1,1]","[-0.058244397476900626,0.15980207657996634]","[1,1,1]","[0.0816061050601062,0.05408608148184093]","[1,1,1]","[-0.01917986847747347,0.13113687234178117]","[1,1,1]","[0.13345487397861702,-0.04739610826353023]","[1,1,1]","[0.08374175477439692,-0.12833604855493969]","[1,1,1]","[0.15514903964232196,0.08073558371542254]","[1,1,1]","[0.16982649499752825,-0.015465813127090338]","[1,1,1]","[-0.12372969408423498,0.016335376145679006]","[1,1,1]","[0.1417001913870339,-0.12206285544213494]","[1,1,1]","[0.10417843844947267,0.14497768029975924]","[1,1,1]","[-0.14766794254004809,0.06987125937114733]","[1,1,1]","[-0.14429726399168585,0.1336478316894138]","[1,1,1]","[-0.10442659922862862,-0.06056228707476125]","[1,1,1]","[0.01379172235167753,-0.06289464947173948]","[1,1,1]","[-0.05984065353968597,-0.1260377668023604]","[1,1,1]","[0.04838420911993837,-0.005509551841608079]","[-1,-1,-1]","[0.03169499404082096,-0.10439761270094036]","[1,1,1]","[0.01375664030317548,0.18026893726616905]","[1,1,1]","[0.057025653452711836,0.18905435381724917]","[1,1,1]","[-0.13390106107286692,-0.1298377638105923]","[-1,-1,-1]","[0.17905067109556635,-0.07162065573313003]","[1,1,1]","[0.11102511115650211,-0.15989260832200886]","[1,1,1]","[-0.1706948663899556,-0.100635425879323]","[1,1,1]","[0.11036445752482414,0.005894770093023103]","[1,1,1]","[0.04713968800697425,0.1023599962644309]","[1,1,1]","[0.02,0.02]",380.0125,0,122,122,197,1,,,,,,,
