right,left,explain.started,explain.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,explain_2.started,explain_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,explain_3.started,explain_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,fixation.started,fixation.stopped,practice.started,practice.stopped,response.started,response.stopped,key_resp.keys,feedback.started,feedback.stopped,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,white_ratio,explain_4.started,explain_4.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,dotDisplay.started,dotDisplay.stopped,key_resp.rt,key_resp.duration,ITI.started,ITI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,break_2.started,break_2.stopped,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,264.7258,265.2321,,,265.4629,266.1427,left,,,,,,,,0.1,,,,,,265.2324,265.4626,0.6591,,266.143,267.2498,0,63,63,26,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,267.2527,267.7431,,,267.9736,268.5284,right,,,,,,,,0.9,,,,,,267.7432,267.9734,0.5339,,268.5287,269.6179,0,64,64,193,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,269.6221,270.113,,,270.367,271.2361,left,,,,,,,,0.55,,,,,,270.1133,270.3668,0.8443,,271.2364,272.3329,0,65,65,122,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,272.335,272.8339,,,273.0643,273.7174,left,,,,,,,,0.5,,,,,,272.8342,273.064,0.6295,,273.7175,274.7973,0,66,66,112,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,274.8039,275.3075,,,275.5404,276.2118,right,,,,,,,,0.4,,,,,,275.3076,275.5402,0.6522,,276.212,277.3105,0,67,67,34,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,277.3126,277.8045,,,278.046,279.2136,right,,,,,,,,0.5,,,,,,277.8047,278.0452,1.1433,,279.214,280.3078,0,68,68,95,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,280.3108,280.7924,,,281.0285,281.7736,left,,,,,,,,0.4,,,,,,280.7927,281.0284,0.7241,,281.7738,282.8776,0,69,69,40,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,282.881,283.3915,,,283.6453,284.5543,right,,,,,,,,0.55,,,,,,283.3916,283.6444,0.8896,,284.5546,285.6435,0,70,70,131,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,285.6464,286.1438,,,286.4098,287.098,left,,,,,,,,0.1,,,,,,286.1445,286.4095,0.6624,,287.0983,288.1872,0,71,71,18,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,288.1907,288.7097,,,288.9419,289.5558,left,,,,,,,,0.1,,,,,,288.7105,288.9416,0.5946,,289.5559,290.6639,0,72,72,10,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,290.6654,291.1643,,,291.4032,292.2719,right,,,,,,,,0.6,,,,,,291.1646,291.403,0.843,,292.2731,293.3811,0,73,73,179,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,293.3843,293.8688,,,294.1199,294.7496,left,,,,,,,,0.1,,,,,,293.8689,294.1197,0.6052,,294.75,295.8265,0,74,74,19,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,295.8309,296.3284,,,296.5773,297.5043,right,,,,,,,,0.45,,,,,,296.3285,296.5771,0.9073,,297.5046,298.5995,0,75,75,61,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,298.6034,299.1116,,,299.3431,300.1439,right,,,,,,,,0.5,,,,,,299.1119,299.3429,0.7826,,300.1441,301.2531,0,76,76,108,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,301.2549,301.7523,,,302.0001,302.6412,left,,,,,,,,0.4,,,,,,301.7525,301.9999,0.6196,,302.6414,303.7415,0,77,77,38,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,303.7435,304.248,,,304.51,304.9849,right,,,,,,,,0.9,,,,,,304.2502,304.5097,0.4538,,304.9854,306.0814,0,78,78,180,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,306.0834,306.5846,,,306.8383,307.8057,right,,,,,,,,0.4,,,,,,306.5848,306.838,0.9464,,307.806,308.9088,0,79,79,53,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,308.9121,309.4096,,,309.6728,310.4757,left,,,,,,,,0.4,,,,,,309.41,309.6725,0.7833,,310.476,311.5744,0,80,80,48,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,311.5768,312.0755,,,312.3187,312.923,right,,,,,,,,0.9,,,,,,312.0756,312.3185,0.5824,,312.9232,314.0188,0,81,81,205,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,314.0208,314.529,,,314.7975,315.4052,left,,,,,,,,0.1,,,,,,314.5293,314.7972,0.5869,,315.4054,316.5088,0,82,82,4,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,316.5121,317.0221,,,317.2653,317.8136,right,,,,,,,,0.55,,,,,,317.0224,317.2651,0.5256,,317.8141,318.9226,0,83,83,149,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,318.9248,319.4145,,,319.6845,320.3026,left,,,,,,,,0.1,,,,,,319.4147,319.6839,0.5975,,320.303,321.4041,0,84,84,20,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,321.407,321.9071,,,322.1453,322.9361,left,,,,,,,,0.45,,,,,,321.9071,322.1449,0.7692,,322.9362,324.0384,0,85,85,84,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,324.041,324.543,,,324.7817,325.2855,right,,,,,,,,0.9,,,,,,324.5432,324.7815,0.4793,,325.2857,326.3765,0,86,86,207,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,326.3785,326.8644,,,327.1229,328.0687,left,,,,,,,,0.45,,,,,,326.8646,327.1227,0.9266,,328.0689,329.1727,0,87,87,70,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,329.1759,329.6841,,,329.9321,330.6731,left,,,,,,,,0.1,,,,,,329.6843,329.9311,0.7196,,330.6736,331.7795,0,88,88,16,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,331.7817,332.2642,,,332.5168,333.1674,right,,,,,,,,0.55,,,,,,332.2646,332.5165,0.628,,333.1678,334.2704,0,89,89,128,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,334.2722,334.7704,,,334.9995,335.7398,left,,,,,,,,0.45,,,,,,334.7705,334.9993,0.715,,335.74,336.8232,0,90,90,69,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,336.8256,337.3065,,,337.5388,338.7373,right,,,,,,,,0.4,,,,,,337.3066,337.5386,1.1772,,338.7375,339.8319,0,91,91,51,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,339.8351,340.3128,,,340.5639,341.2519,left,,,,,,,,0.1,,,,,,340.313,340.5636,0.6665,,341.252,342.3466,0,92,92,21,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,342.3491,342.8486,,,343.1061,344.3399,left,,,,,,,,0.45,,,,,,342.8488,343.1057,1.2105,,344.3401,345.4432,0,93,93,76,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,345.4448,345.9442,,,346.2006,346.8495,right,,,,,,,,0.4,,,,,,345.9452,346.2004,0.6239,,346.8498,347.9481,0,94,94,52,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,347.95,348.448,,,348.7023,350.0048,right,,,,,,,,0.6,,,,,,348.4482,348.7021,1.2827,,350.005,351.0937,0,95,95,164,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,351.0958,351.5886,,,351.834,352.6824,left,,,,,,,,0.55,,,,,,351.5889,351.8335,0.8288,,352.6825,353.786,0,96,96,139,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,353.7897,354.2811,,,354.5264,355.1787,right,,,,,,,,0.55,,,,,,354.2813,354.5262,0.6312,,355.179,356.274,0,97,97,132,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,356.2777,356.7745,,,357.0179,357.8465,left,,,,,,,,0.4,,,,,,356.7747,357.0176,0.8066,,357.8467,358.9416,0,98,98,55,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,358.9445,359.4265,,,359.6689,360.6341,right,,,,,,,,0.4,,,,,,359.4268,359.6687,0.9403,,360.6343,361.7162,0,99,99,47,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,361.7184,362.2177,,,362.4633,363.3507,left,,,,,,,,0.5,,,,,,362.2183,362.4631,0.868,,363.351,364.443,0,100,100,90,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,364.4456,364.9486,,,365.1803,366.0617,right,,,,,,,,0.6,,,,,,364.9488,365.1801,0.8544,,366.0622,367.1562,0,101,101,159,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,367.1594,367.6471,,,367.8825,368.5301,right,,,,,,,,0.55,,,,,,367.6474,367.8823,0.6267,,368.5303,369.6206,0,102,102,147,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,369.6233,370.1204,,,370.3802,371.0396,left,,,,,,,,0.4,,,,,,370.1205,370.38,0.6406,,371.0398,372.1334,0,103,103,39,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,372.1351,372.6285,,,372.8633,373.5175,left,,,,,,,,0.1,,,,,,372.6291,372.863,0.6341,,373.5192,374.6227,0,104,104,13,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,374.6254,375.1348,,,375.3821,375.9588,left,,,,,,,,0.1,,,,,,375.1351,375.3816,0.5553,,375.9591,377.063,0,105,105,15,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,377.0653,377.5548,,,377.7933,378.3915,right,,,,,,,,0.55,,,,,,377.555,377.7932,0.5743,,378.3919,379.4977,0,106,106,145,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,379.504,379.9933,,,380.2234,381.0596,left,,,,,,,,0.5,,,,,,379.9935,380.2231,0.8139,,381.0598,382.1635,0,107,107,105,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,382.1656,382.6594,,,382.889,383.5644,left,,,,,,,,0.45,,,,,,382.6597,382.8889,0.6557,,383.5647,384.6687,0,108,108,62,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,384.671,385.1538,,,385.4035,386.0507,left,,,,,,,,0.1,,,,,,385.1544,385.4033,0.6236,,386.0509,387.1426,0,109,109,7,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,387.1442,387.6426,,,387.8832,388.6494,right,,,,,,,,0.5,,,,,,387.6428,387.8829,0.7426,,388.6496,389.7523,0,110,110,101,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,389.7544,390.2496,,,390.478,391.1933,left,,,,,,,,0.5,,,,,,390.2499,390.4777,0.6945,,391.1939,392.2834,0,111,111,98,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,392.286,392.7815,,,393.0227,393.925,right,,,,,,,,0.55,,,,,,392.7817,393.0221,0.8808,,393.9252,395.0133,0,112,112,124,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,395.0162,395.5153,,,395.7714,396.5182,left,,,,,,,,0.45,,,,,,395.5162,395.7712,0.7237,,396.5184,397.6084,0,113,113,80,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,397.6115,398.1046,,,398.3492,399.101,left,,,,,,,,0.5,,,,,,398.1047,398.3488,0.7268,,399.1018,400.1978,0,114,114,115,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,400.2044,400.7039,,,400.9552,401.7949,right,,,,,,,,0.4,,,,,,400.7041,400.955,0.8174,,401.795,402.885,0,115,115,36,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,402.8874,403.3816,,,403.6418,404.3521,left,,,,,,,,0.6,,,,,,403.3818,403.6415,0.6906,,404.3523,405.4525,0,116,116,165,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,405.4544,405.9509,,,406.2068,406.7697,right,,,,,,,,0.9,,,,,,405.9515,406.2054,0.5366,,406.7704,407.8586,0,117,117,184,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,407.8616,408.3566,,,408.6085,409.3412,left,,,,,,,,0.5,,,,,,408.357,408.6083,0.7084,,409.3425,410.4463,0,118,118,110,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,410.4488,410.9365,,,411.1853,411.8992,left,,,,,,,,0.5,,,,,,410.9366,411.1851,0.6899,,411.8995,412.9905,0,119,119,91,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,412.9925,413.4907,,,413.7377,414.4589,left,,,,,,,,0.45,,,,,,413.4909,413.7375,0.7019,,414.4591,415.5475,0,120,120,72,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,415.5495,416.0416,,,416.3046,416.9974,left,,,,,,,,0.1,,,,,,416.042,416.3043,0.6722,,416.9976,418.0915,0,121,121,22,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,418.0967,418.5887,,,418.8352,420.0238,right,,,,,,,,0.5,,,,,,418.5889,418.835,1.168,,420.0241,421.1253,0,122,122,107,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,421.1273,421.6109,,,421.8715,422.4883,left,,,,,,,,0.1,,,,,,421.611,421.8712,0.5938,,422.4886,423.581,0,123,123,9,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,423.5841,424.0723,,,424.305,425.0976,right,,,,,,,,0.55,,,,,,424.0725,424.3048,0.7703,,425.1,426.2019,0,124,124,121,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,426.2045,426.7118,,,426.9715,427.6814,left,,,,,,,,0.45,,,,,,426.712,426.9713,0.6857,,427.6816,428.7752,0,125,125,81,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,428.7772,429.2797,,,429.5208,430.2818,left,,,,,,,,0.4,,,,,,429.2799,429.5205,0.7382,,430.2824,431.3815,0,126,126,56,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,431.3838,431.8873,,,432.1295,433.1508,left,,,,,,,,0.5,,,,,,431.8875,432.1293,1.0008,,433.151,434.2423,0,127,127,116,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,434.2446,434.7441,,,434.9879,435.5795,right,,,,,,,,0.6,,,,,,434.7443,434.9877,0.5703,,435.5798,436.6909,0,128,128,155,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,436.6936,437.1838,,,437.4309,438.3674,left,,,,,,,,0.5,,,,,,437.184,437.4307,0.915,,438.3676,439.463,0,129,129,93,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,439.4657,439.9527,,,440.1919,441.255,left,,,,,,,,0.45,,,,,,439.9529,440.1918,1.0421,,441.2554,442.3554,0,130,130,63,1,,,,,,,
,,,,,,,67daae91f4057c50a9fd19fc,682530fd1893e63b4b947f44,2025-05-15_02h14.26.140,cuing_paradigm_dot,2024.1.5,Linux armv81,59.52380952,68242c07d0c0e200c6451fdd,,,,,,,,,,,442.3585,442.86,,,443.1097,443.8798,left,,,,,,,,0.4,,,,,,442.8601,443.1094,0.7518,,443.8809,444.966,0,131,131,41,1,,,,,,,
