right,left,explain.started,explain.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,explain_2.started,explain_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,explain_3.started,explain_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,fixation.started,fixation.stopped,practice.started,practice.stopped,response.started,response.stopped,key_resp.keys,feedback.started,feedback.stopped,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,dot_ratio,explain_4.started,explain_4.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,dotDisplay.started,dotDisplay.stopped,ITI.started,polygon_1.pos,polygon_1.edges,polygon_2.pos,polygon_2.edges,polygon_3.pos,polygon_3.edges,polygon_4.pos,polygon_4.edges,polygon_5.pos,polygon_5.edges,polygon_6.pos,polygon_6.edges,polygon_7.pos,polygon_7.edges,polygon_8.pos,polygon_8.edges,polygon_9.pos,polygon_9.edges,polygon_10.pos,polygon_10.edges,polygon_11.pos,polygon_11.edges,polygon_12.pos,polygon_12.edges,polygon_13.pos,polygon_13.edges,polygon_14.pos,polygon_14.edges,polygon_15.pos,polygon_15.edges,polygon_16.pos,polygon_16.edges,polygon_17.pos,polygon_17.edges,polygon_18.pos,polygon_18.edges,polygon_19.pos,polygon_19.edges,polygon_20.pos,polygon_20.edges,polygon_21.pos,polygon_21.edges,polygon_22.pos,polygon_22.edges,polygon_23.pos,polygon_23.edges,polygon_24.pos,polygon_24.edges,polygon_25.pos,polygon_25.edges,polygon_26.pos,polygon_26.edges,polygon_27.pos,polygon_27.edges,polygon_28.pos,polygon_28.edges,polygon_29.pos,polygon_29.edges,polygon_30.pos,polygon_30.edges,polygon_31.pos,polygon_31.edges,polygon_32.pos,polygon_32.edges,dot_size,ITI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp.rt,key_resp.duration,break_2.started,break_2.stopped,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,474.1581,474.6522,,,474.9046,475.4592,left,,,,,,,,0.55,,,,,,474.6523,474.9045,475.4593,"[-0.11252535761484124,-0.1596658363206441]",100.0,"[-0.12366788826336926,0.1390683879825221]",100.0,"[-0.15180172111948373,-0.011564291952467892]",100.0,"[-0.04230044704198336,-0.1377778858046771]",4.0,"[0.16550911285491704,0.005406597275570116]",4.0,"[-0.10908423444562029,-0.03487129433276589]",100.0,"[0.169232720550089,-0.08811665081807944]",4.0,"[0.05534683607924581,0.034885352888569955]",4.0,"[0.19560082899061754,-0.026448046872042583]",100.0,"[0.03298817065851317,-0.03956795327160954]",100.0,"[0.14952218399951836,-0.03221741599324844]",100.0,"[-0.012516609261868573,-0.17191737717462882]",4.0,"[-0.036575830803200426,0.15353600627994599]",100.0,"[0.016539148510511366,0.10328835583313746]",100.0,"[-0.10850428651150588,-0.10689222862425986]",4.0,"[-0.01708160118726141,-0.022864509449776478]",4.0,"[-0.032269508280834684,0.04621968501537918]",4.0,"[-0.040056697546792974,-0.08550831463332646]",100.0,"[-0.13378771986526608,0.025966576907665316]",100.0,"[0.1309511409763409,0.13717097409165097]",100.0,"[0.0530826563325833,-0.13690179794664997]",100.0,"[-0.0985690636824513,0.17045151041808443]",4.0,"[0.16978383463068952,0.08771415311144196]",4.0,"[-0.18169522725037277,0.07792113206189899]",100.0,"[0.08192214980302703,0.1373725554198964]",4.0,"[0.12298348914274729,0.025931035130737443]",100.0,"[0.05475359089881983,-0.18863185790159062]",4.0,"[0.11132579195604864,-0.1291991428132012]",100.0,"[0.07660656655829688,-0.001032947719497966]",100.0,"[0.0995833765588353,-0.16919393034383476]",4.0,"[0.0811083116281433,-0.08571354102223154]",4.0,"[0.0068240206223013815,0.03489069333223334]",100.0,"[0.02,0.02]",476.5501,0.0,111.0,111.0,80.0,1.0,0.5359,,,,,,,,
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,476.552,477.0496,,,477.2888,477.9352,right,,,,,,,,0.9,,,,,,477.0497,477.2888,477.9353,"[-0.1605319744496916,0.08250219345295776]",100.0,"[0.0676891740531173,-0.0968845587567726]",100.0,"[-0.05781386408671868,0.044304927728636374]",100.0,"[-0.017118214950737443,-0.18973643269583787]",100.0,"[0.11542625721243265,-0.08671327569341716]",100.0,"[-0.033557829436774114,0.1030642944679761]",100.0,"[0.0758570802706369,0.17180729629554106]",100.0,"[-0.06866443040343043,-0.13160853144913764]",100.0,"[0.06436393438290497,0.09075675021811118]",100.0,"[-0.12414816099649445,0.10492929973493642]",4.0,"[0.13284160189003852,0.05056620026894606]",4.0,"[0.1528969699535907,0.12622737723680616]",100.0,"[-0.06544926453807348,0.18880337392350927]",100.0,"[-0.053275477703206016,0.14269908024240485]",100.0,"[-0.09531754559133401,-0.05488942456508381]",100.0,"[0.05209306229688548,0.006835709449167292]",100.0,"[0.11456517904728107,-0.16179654322665565]",100.0,"[-0.1243312737472489,0.15005689779424752]",100.0,"[-0.13867761731423844,0.02814030039086691]",4.0,"[-0.0004706161626576936,0.024633650321919907]",100.0,"[0.1383975707431924,-0.03850471586597841]",100.0,"[-0.11254547693782004,-0.11110079741813005]",100.0,"[0.005029129754418271,-0.09113362451207438]",100.0,"[-0.03714242611206595,-0.020673545029586148]",100.0,"[-0.06868654360665113,-0.08676059125678387]",100.0,"[-0.17794742157462076,-0.018297750595209054]",100.0,"[0.042116920169260046,-0.18176639830632046]",100.0,"[0.04038158680488401,-0.03941009695591423]",100.0,"[-0.009075506840364348,-0.1399915848954597]",100.0,"[-0.10205067662637028,0.04882010572604883]",100.0,"[-0.0008358276662893543,0.14292215283087426]",100.0,"[0.033955332065114356,0.18309359240371834]",100.0,"[0.02,0.02]",479.0309,0.0,112.0,112.0,27.0,1.0,0.622,,,,,,,,
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,479.0324,479.5309,,,479.7823,481.0624,left,,,,,,,,0.9,,,,,,479.531,479.7821,481.0626,"[-0.07660140524455725,-0.12874070976824445]",100.0,"[0.12823343039063623,0.032241564617241654]",4.0,"[-0.11688651092233458,-0.07367383677662456]",100.0,"[0.059900092194326925,0.09519013061014735]",100.0,"[-0.07034875335309104,-0.08495731104765732]",100.0,"[0.023725825852325286,-0.16344015324178687]",100.0,"[0.0561184848184075,0.15944513117782663]",100.0,"[-0.02277914885756864,-0.16443781713770517]",100.0,"[-0.1500054945994995,0.01732110717815201]",100.0,"[-0.13152304331278603,0.12497158651489676]",100.0,"[-0.0027019845418448656,0.1449942129869003]",100.0,"[0.020595004554975576,-0.08913631355388976]",100.0,"[0.0893448090955295,-0.042927001955445604]",100.0,"[0.11472882803976658,0.13769928293759767]",100.0,"[-0.006504628422987381,-0.11950447169630667]",100.0,"[0.10687497195762269,-0.08675846384396847]",100.0,"[0.17471673629910528,0.0042541150935044405]",100.0,"[0.0007868240795191854,0.07208042221097725]",100.0,"[-0.04129859995046631,0.05592344956512483]",100.0,"[0.16839469755418915,0.08065087986508548]",100.0,"[-0.18111968324164568,-0.028411905301128308]",100.0,"[0.11843482222047713,0.08115376758052295]",100.0,"[0.1550896291587008,-0.04375599035335981]",100.0,"[-0.04573199296139514,0.1722763092590865]",4.0,"[0.12900829647758988,-0.12280612832659392]",100.0,"[0.050434535704417326,0.038268756634954756]",100.0,"[-0.18274757476235004,-0.08063179595626167]",100.0,"[0.07970911556113894,-0.17128045134166817]",100.0,"[-0.17130715510267508,0.08816560077365646]",100.0,"[0.06457005275774001,-0.1307099082306276]",100.0,"[-0.1416067922210959,-0.11157682962673747]",4.0,"[-0.036934377546643,0.11975860647582473]",100.0,"[0.02,0.02]",482.1608,0.0,113.0,113.0,8.0,1.0,1.2664,,,,,,,,
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,482.1625,482.6611,,,482.9161,483.0275,right,,,,,,,,0.4,,,,,,482.6612,482.916,483.0277,"[0.01132973066002063,-0.08827627134626453]",4.0,"[0.11158529816399185,-0.010159592053000552]",4.0,"[0.072918665878246,0.17154652617500285]",4.0,"[-0.09299233936628744,0.06135858783040041]",4.0,"[-0.08602889093627696,-0.07717571478357119]",100.0,"[-0.18893196558564873,0.047591711416045825]",4.0,"[0.06789406683387363,-0.1653227759209232]",4.0,"[-0.07117164831750358,-0.14277167601968718]",4.0,"[0.04916215861633055,-0.05833946440300977]",100.0,"[0.16715747413600912,-0.007826715256317406]",4.0,"[0.18135178715124173,-0.06936479939543955]",4.0,"[0.14775503567400652,0.053488425142157174]",100.0,"[0.1284005934126507,-0.09994003629913677]",4.0,"[0.06205988107780615,-0.1256364076160029]",100.0,"[0.0179329993910026,0.17924675732380513]",4.0,"[0.13401392170235893,0.14269088313238978]",100.0,"[-0.10559983368875088,0.1205344230947292]",100.0,"[0.09437793351506994,0.09314648606326106]",4.0,"[-0.14392536691197025,-0.08580054377821236]",4.0,"[0.007524383567171141,0.0018858538228584607]",4.0,"[-0.01999703886589062,-0.18355276361150555]",100.0,"[-0.03771696546423308,0.052150443929866]",4.0,"[-0.07009437714741985,-0.027877416139423714]",100.0,"[-0.10135539352028779,-0.16935912150064242]",100.0,"[0.05181251095337535,0.12189071318468124]",100.0,"[0.07152591176724538,0.05139079244863671]",100.0,"[-0.15407588264608837,0.015892236625849484]",100.0,"[-0.0351540520506758,-0.12281359546177427]",4.0,"[-0.0998970104891207,0.014725704098971044]",100.0,"[-0.06182074485995633,0.15306993953650389]",4.0,"[0.18111641120152888,0.07778577187563386]",4.0,"[-0.0047943332008731215,0.13542815060443078]",4.0,"[0.02,0.02]",484.1271,0.0,114.0,114.0,157.0,1.0,0.0914,,,,,,,,
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,484.1288,484.6254,,,484.8757,484.9752,left,,,,,,,,0.6,,,,,,484.6254,484.8756,484.9755,"[-0.12134555003956303,-0.05166527104098406]",100.0,"[-0.0549866831051302,0.1033272740599352]",100.0,"[0.0628489623237883,0.12640499359720223]",100.0,"[-0.10601478257511893,0.10561839028172042]",100.0,"[0.022287118613691544,0.19163856803949098]",4.0,"[-0.01610755301568165,-0.08697128038187615]",100.0,"[-0.0548611835098088,-0.03500778106806956]",100.0,"[0.12469468719493859,0.0978124680454853]",4.0,"[0.03395705533029563,-0.09990151438770702]",100.0,"[0.049712024164609375,0.08521348499738522]",4.0,"[0.11325233621378751,0.05558748419369897]",100.0,"[0.17215143669390995,0.08440789529664863]",4.0,"[-0.07211229501478704,-0.1735322390612896]",100.0,"[-0.008098622297952758,-0.03944796057607498]",100.0,"[0.055037628635486335,-0.044000495947719265]",100.0,"[-0.13468365782347513,-0.11574468184330551]",100.0,"[0.09233493388035949,-0.059839293408633726]",100.0,"[-0.17348994195328712,-0.0815078997883246]",4.0,"[0.14174405500653184,-0.1267495442031498]",4.0,"[-0.08465203115749226,-0.13207072242052448]",4.0,"[-0.07280349433567797,-0.08397742249468149]",100.0,"[-0.03589166694869284,0.14741619168169215]",100.0,"[0.10636043445879013,0.00604087674650063]",100.0,"[-0.09834168251666069,0.14687439580656145]",4.0,"[-0.07739054070122728,0.18219990475673997]",100.0,"[-0.039063582976852536,-0.14901395789232888]",100.0,"[-0.13192594202574146,0.010805023094089499]",4.0,"[0.008079595222796184,0.1266505069197705]",4.0,"[-0.19105899618572128,0.05131548564190027]",4.0,"[0.16210161917602223,-0.06806064843388121]",100.0,"[0.08088728032521651,-0.14289865607569618]",4.0,"[-0.03853334675157025,0.021898814793654242]",4.0,"[0.02,0.02]",486.0738,0.0,115.0,115.0,49.0,1.0,0.0854,,,,,,,,
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,486.0753,486.5734,,,486.8285,486.9637,right,,,,,,,,0.6,,,,,,486.5735,486.8285,486.9638,"[0.12788641653203275,-0.035258950802660644]",4.0,"[-0.12549823889244643,-0.0973697461457328]",4.0,"[0.09541585861003028,0.12421374899652177]",100.0,"[-0.1862198590042349,-0.016178713740634513]",100.0,"[0.06456985580740973,0.07692921589666703]",4.0,"[-0.004688774957211823,0.15541350902071424]",4.0,"[0.06534005086728248,-0.038227228466547566]",100.0,"[0.17601542174296292,0.08664943069017644]",4.0,"[-0.031475743234588,-0.08320494856495268]",100.0,"[0.0728265806426376,-0.17437388575203247]",100.0,"[0.11257696256326016,0.02190164157005825]",100.0,"[-0.05723696871844508,0.11450445035532751]",100.0,"[-0.10314378950652484,-0.02944482991775555]",4.0,"[-0.08282855073617362,-0.16965359686397083]",100.0,"[0.16739154125072556,-0.020408189599247863]",100.0,"[-0.041179647730174886,0.17570580574537684]",100.0,"[-0.09652991138684437,0.08087340994052422]",4.0,"[0.023816404712892907,0.19490735622249503]",4.0,"[0.002755597966445492,0.02094351037973419]",100.0,"[0.1212987457316376,-0.09050414755869657]",4.0,"[-0.14063531679839816,0.07301427139245702]",100.0,"[0.008829314118028151,-0.026522623531821235]",100.0,"[-0.16735327326156327,-0.08623046319996605]",100.0,"[-0.10823007436242758,0.032068662062980625]",100.0,"[-0.03108837658817598,-0.1380767921810024]",4.0,"[-0.08773156572620873,-0.12611532236581988]",100.0,"[0.12207818401363423,-0.14142835076210344]",100.0,"[-0.14690660455933524,0.009718573469638175]",100.0,"[0.018735175920554327,0.07682353722469777]",100.0,"[-0.19154126450538886,0.04619253639434034]",4.0,"[-0.030039947462119573,-0.013192246930292095]",4.0,"[-0.09567877703210252,0.13183778161050946]",4.0,"[0.02,0.02]",488.0581,0.0,116.0,116.0,41.0,1.0,0.1186,,,,,,,,
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,488.059,488.5575,,,488.8074,489.5893,left,,,,,,,,0.5,,,,,,488.5577,488.8074,489.5894,"[0.14270383919126378,0.02638018059751679]",4.0,"[-0.10189614547103754,0.1067980138454632]",100.0,"[-0.11091930246738954,-0.09723961524862718]",100.0,"[0.10605010520064541,0.15622541271208687]",100.0,"[-0.11226370909850106,-0.14240998628248924]",4.0,"[0.04811739812898573,-0.029090265701561497]",100.0,"[0.04032753609044763,-0.10916083120713549]",4.0,"[-0.11772547052413132,-0.029866593344490187]",100.0,"[-0.17023840637135865,-0.041143409912677155]",4.0,"[-0.048101777893799436,0.010076404304112135]",100.0,"[0.08900583636255927,0.08767609266185138]",100.0,"[-0.02944326546803383,0.10600496216079114]",100.0,"[-0.05169148637788635,0.14553149763970735]",4.0,"[0.06524265148091091,0.045299739715034995]",100.0,"[-0.15684049035221523,0.005564340819808313]",4.0,"[0.01746649994259374,0.06030669679304838]",4.0,"[-0.00884052115522379,-0.1283645811653621]",100.0,"[-0.1602036245633532,0.06773308440872931]",100.0,"[0.18496137836562512,0.020968965400531017]",100.0,"[0.11596798165555292,-0.13729037575931724]",100.0,"[0.007571600821692496,0.008782555794433192]",4.0,"[-0.0014243781920786666,-0.06635672625354275]",4.0,"[0.15691414295733644,-0.015710179556362995]",100.0,"[0.12092024503258356,-0.057862724192069365]",100.0,"[0.17514224042611773,-0.0801478225334624]",4.0,"[0.03824117366593762,-0.18177776561443426]",4.0,"[-0.0071875423039712534,0.17541649308900154]",100.0,"[0.1732630128046399,0.061628934809942096]",4.0,"[-0.10104616028378538,0.16294951424654847]",4.0,"[-0.11933433856640513,0.06419808281886355]",4.0,"[-0.050770709818857056,-0.18240361896397303]",4.0,"[0.09217850083713718,-0.10128871951719105]",4.0,"[0.02,0.02]",490.6912,0.0,117.0,117.0,118.0,1.0,0.7607,,,,,,,,
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,490.6923,491.1907,,,491.4416,491.5525,right,,,,,,,,0.6,,,,,,491.1908,491.4413,491.5529,"[0.10745411935220908,-0.06639303372440465]",100.0,"[-0.15228777678330685,0.07904017488004683]",100.0,"[0.12039551497789913,-0.15584821617977065]",100.0,"[-0.0008644836970890775,0.18049747149662482]",100.0,"[0.05618972765790793,0.04951349760560762]",4.0,"[-0.020257639050700008,0.1081582806367136]",100.0,"[-0.13483953920585376,-0.063548126243106]",100.0,"[-0.04038445790510376,-0.06935363591484736]",100.0,"[0.03190126194431087,-0.12587626855617925]",100.0,"[-0.010115577809036878,-0.09649666838890392]",100.0,"[-0.10345526158047778,-0.09488379060885813]",4.0,"[-0.034052864768590596,-0.011027086746996893]",4.0,"[-0.17216485565667805,-0.02522832296237679]",100.0,"[-0.006137749415955674,-0.14455065584027316]",4.0,"[-0.04974141864536377,-0.18369295964243035]",100.0,"[-0.07630503265429295,-0.004276586380722315]",100.0,"[0.17457427125840716,-0.0874020422547717]",4.0,"[0.07912782222615229,0.1657854987425018]",100.0,"[0.02419611163873315,-0.016244316487965663]",100.0,"[0.09464012552294074,-0.007170086125779595]",4.0,"[0.053310241138163704,-0.16029805838509656]",100.0,"[-0.07987456364729727,0.17565767074861222]",100.0,"[0.06351295641642749,0.10703001220814343]",4.0,"[0.19777657640050822,-0.010660027383486278]",100.0,"[0.11512469795426725,0.07124585806577294]",4.0,"[-0.08990049517023559,0.1270781189986786]",4.0,"[-0.19526850537280468,0.032813143503250757]",4.0,"[-0.02177395214724722,0.0446445047193196]",4.0,"[-0.12926726276514866,-0.0013698950814599522]",4.0,"[0.06824938920943903,-0.08718800088543754]",4.0,"[0.02241019785425394,0.02803464496617878]",100.0,"[-0.004948781609618008,-0.047958820160577245]",100.0,"[0.02,0.02]",492.6516,0.0,118.0,118.0,37.0,1.0,0.0882,,,,,,,,
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,492.6535,493.1559,,,493.4022,493.9675,left,,,,,,,,0.6,,,,,,493.1561,493.4021,493.9676,"[0.05593076466941496,-0.026863987900024654]",100.0,"[-0.19225562687964246,-0.005814635550264504]",4.0,"[-0.12252629821584353,-0.1297782961709003]",4.0,"[0.09399603098049997,-0.046617884496067116]",4.0,"[-0.016675447930812052,0.12921724952080718]",100.0,"[0.05045308987165877,-0.1685724794131047]",100.0,"[0.07893756567012855,0.0058904324300691115]",100.0,"[0.17374792161597852,-0.035569609543019604]",4.0,"[-0.016892156708152865,0.04312057168209513]",4.0,"[-0.15146149134007592,-0.10042540052254986]",4.0,"[0.1424029222807378,-0.07788275884982022]",100.0,"[0.10261046392716947,0.14337313837332405]",100.0,"[-0.08883337776514938,-0.06057133390731939]",100.0,"[-0.05812360265359798,-0.03394981505540864]",100.0,"[-0.1603064555251588,0.07395980718918391]",100.0,"[-0.12666374245612616,0.15189830428572237]",100.0,"[0.08818111047162801,-0.11296823592109097]",100.0,"[-0.03534159656581911,-0.1268597343236098]",4.0,"[-0.12880681831290308,-0.045558320367361065]",4.0,"[0.047973121100967756,-0.09178276864454601]",4.0,"[0.009288332935681664,-0.1830751988570259]",4.0,"[0.09982900099163655,-0.16907398919423922]",100.0,"[0.037762294776658836,0.10322647705305164]",100.0,"[-0.09466278140278812,0.00796726850226469]",100.0,"[-0.08357197911567461,-0.16108439453401846]",100.0,"[0.0796962357549968,0.07592345458935958]",100.0,"[-0.0898106503561144,0.05619649154687948]",4.0,"[-0.0158243697705642,0.1981586513609241]",100.0,"[0.05603255800569428,0.14953863425600858]",100.0,"[-0.08912918104016682,-0.10435503028595819]",4.0,"[0.17961535010094573,0.02292842890865639]",4.0,"[0.04266091625995718,0.056428667745692905]",100.0,"[0.02,0.02]",495.0665,0.0,119.0,119.0,47.0,1.0,0.5534,,,,,,,,
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,495.0681,495.5665,,,495.8153,496.3641,left,,,,,,,,0.6,,,,,,495.5666,495.8152,496.3644,"[-0.17170296954619627,0.08315052579683112]",100.0,"[0.054419833067110394,-0.157939834287176]",100.0,"[-0.02212088988807436,0.01692593758917348]",4.0,"[0.17240855664065977,0.048925785401287746]",100.0,"[0.10520883483772407,0.09611540575695793]",100.0,"[-0.05053036996022631,0.08964910780089143]",100.0,"[-0.07952857651346547,-0.028710164411612213]",4.0,"[0.12126588661957426,0.1563091233243118]",100.0,"[0.1882975965242261,-0.017072714307626954]",4.0,"[-0.07570863271041885,-0.1446570072322572]",100.0,"[0.10428780878009083,-0.14527704569884398]",100.0,"[-0.017344844997338862,0.1363198865900713]",4.0,"[0.017071577917153174,-0.18877461738597992]",4.0,"[-0.10859873740435876,0.10381267131339546]",4.0,"[-0.019457350569945322,-0.06315810529877783]",100.0,"[0.14599427770421777,-0.039633066477476726]",100.0,"[0.09260230987396817,0.047843984199419605]",100.0,"[-0.08149242968545128,0.04685740686166983]",4.0,"[-0.16277972931847745,-0.03435327313947404]",100.0,"[-0.11364721711900844,-0.08424533685434438]",100.0,"[0.1343061356789064,-0.0004768242705333541]",4.0,"[-0.13646065711552616,0.017246029694960415]",4.0,"[0.004231427394228151,-0.12229491863652807]",100.0,"[-0.12536777304466717,0.1433546444516652]",100.0,"[0.008449374478548639,0.06141170784221157]",100.0,"[0.04474956178097233,-0.09430540295393988]",4.0,"[-0.04081662890206648,-0.1134545805078747]",100.0,"[-0.034402985939060354,0.18179366609619954]",4.0,"[-0.17725569397425292,0.02389879488988902]",4.0,"[0.08800065925093499,-0.0744712314651173]",4.0,"[0.024940292570079497,0.1456866355758847]",100.0,"[0.04506261432544677,-0.009892771842957311]",100.0,"[0.02,0.02]",497.4629,0.0,120.0,120.0,57.0,1.0,0.5376,,,,,,,,
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,497.4647,497.9624,,,498.2127,498.4625,right,,,,,,,,0.6,,,,,,497.9625,498.2127,498.4629,"[-0.019730821330642908,-0.09219802631624754]",4.0,"[0.007830533155929029,0.1919453310019345]",100.0,"[-0.10817083250260075,0.15685529670552495]",4.0,"[0.1634477795408123,0.01567839070364913]",4.0,"[0.08370561602247417,0.06765499445673934]",100.0,"[-0.03375760342877361,-0.15060972309016138]",4.0,"[0.10380870127580488,-0.1629915589673774]",100.0,"[-0.13828100131165066,0.04252888530462901]",100.0,"[0.13878165564791534,0.13227001730489835]",4.0,"[0.0622452335160985,-0.1567023663423101]",100.0,"[-0.02077035821728421,0.16258658180743743]",4.0,"[-0.15770209639733504,-0.11583040534253337]",100.0,"[0.018947093268770997,-0.01831233818828395]",100.0,"[-0.09442157625449354,-0.06763281083996545]",100.0,"[-0.0833578681698595,0.010725680640896835]",100.0,"[0.13316882606361208,-0.0838432738534208]",100.0,"[0.06513805282516373,0.12081916315216024]",4.0,"[0.09991404790163293,0.02567439470813901]",4.0,"[0.0747518259849541,-0.028233341108146515]",4.0,"[-0.06567607521055052,-0.03712431316817397]",100.0,"[0.19792908045656574,-0.018079254206103557]",100.0,"[-0.013452351468039908,0.11622429611597865]",100.0,"[-0.07671628426476698,-0.1475436568105954]",4.0,"[-0.09768738633839033,0.06493647159970678]",100.0,"[-0.14812713660508053,0.12897584438826856]",100.0,"[0.15983715854763167,0.0754859879844698]",100.0,"[-0.03198198298774802,0.06947822439567528]",4.0,"[0.025082346154522792,-0.06072724348932811]",100.0,"[-0.014005743692449195,0.02961606629165759]",4.0,"[-0.17976878062928864,0.03725438020417571]",100.0,"[-0.06567739824042722,0.1399989185138209]",100.0,"[-0.06168023997311357,0.09899571242746916]",4.0,"[0.02,0.02]",499.5606,0.0,121.0,121.0,51.0,1.0,0.2368,,,,,,,,
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,499.5623,500.0601,,,500.3156,500.4844,left,,,,,,,,0.45,,,,,,500.0602,500.3156,500.4846,"[-0.05051433996321649,-0.1884085688878649]",4.0,"[0.04088897055752879,0.11549241271961484]",100.0,"[-0.04879990058439454,-0.06233956119893342]",100.0,"[-0.02894313092217017,0.12696973375980605]",4.0,"[0.0020056566724180385,0.1678932475422745]",100.0,"[-0.10783644705089086,-0.12893591790144043]",4.0,"[0.16584697757781428,0.06440535780271986]",100.0,"[0.08054746468676106,0.08701853935729544]",4.0,"[0.17965684165494894,-0.02714747853331657]",4.0,"[0.11095834142886907,-0.12473448667207239]",100.0,"[-0.10722551489034207,-0.04266987819640783]",4.0,"[-0.1663720335154554,-0.06435661694081478]",100.0,"[-0.16770370029473308,0.09237726413815164]",4.0,"[0.026512544718443512,-0.041331881046682416]",4.0,"[-0.1624536423243258,-0.016657068561829226]",4.0,"[0.023188656098818927,-0.1011494052702215]",4.0,"[-0.039910832711803464,-0.005425207387724086]",100.0,"[0.10858634901015192,0.03185719555761405]",4.0,"[-0.06673202028592234,0.1470212307551632]",100.0,"[-0.1265817996110624,0.15410593242301895]",4.0,"[-0.10225791788648923,0.08269234887048155]",4.0,"[-0.13790099315227708,0.03754993056346387]",4.0,"[0.06951019001953851,-0.13750062658051657]",100.0,"[0.08692194185147538,0.15279123567564756]",100.0,"[-0.06546460992694153,-0.10281264947540937]",4.0,"[0.06939700213280535,0.009834856066947183]",4.0,"[-0.06429681365458675,0.03647315730137138]",4.0,"[-0.06039536859797123,0.19036711278255314]",100.0,"[-0.08025248173529173,-0.006836947685860192]",100.0,"[0.0033707156188800083,0.030641256457978522]",100.0,"[-0.011685951280465061,-0.1511412656148063]",4.0,"[-0.1981784201429096,0.023960330998414485]",100.0,"[0.02,0.02]",501.5801,0.0,122.0,122.0,131.0,1.0,0.1519,,,,,,,,
