right,left,explain.started,explain.stopped,key_resp_3.keys,key_resp_3.rt,key_resp_3.duration,participant,session,date,expName,psychopyVersion,OS,frameRate,study_id,explain_2.started,explain_2.stopped,key_resp_4.keys,key_resp_4.rt,key_resp_4.duration,explain_3.started,explain_3.stopped,key_resp_5.keys,key_resp_5.rt,key_resp_5.duration,fixation.started,fixation.stopped,practice.started,practice.stopped,response.started,response.stopped,key_resp.keys,feedback.started,feedback.stopped,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,dot_ratio,explain_4.started,explain_4.stopped,key_resp_6.keys,key_resp_6.rt,key_resp_6.duration,dotDisplay.started,dotDisplay.stopped,ITI.started,polygon_1.pos,polygon_1.edges,polygon_2.pos,polygon_2.edges,polygon_3.pos,polygon_3.edges,polygon_4.pos,polygon_4.edges,polygon_5.pos,polygon_5.edges,polygon_6.pos,polygon_6.edges,polygon_7.pos,polygon_7.edges,polygon_8.pos,polygon_8.edges,polygon_9.pos,polygon_9.edges,polygon_10.pos,polygon_10.edges,polygon_11.pos,polygon_11.edges,polygon_12.pos,polygon_12.edges,polygon_13.pos,polygon_13.edges,polygon_14.pos,polygon_14.edges,polygon_15.pos,polygon_15.edges,polygon_16.pos,polygon_16.edges,polygon_17.pos,polygon_17.edges,polygon_18.pos,polygon_18.edges,polygon_19.pos,polygon_19.edges,polygon_20.pos,polygon_20.edges,polygon_21.pos,polygon_21.edges,polygon_22.pos,polygon_22.edges,polygon_23.pos,polygon_23.edges,polygon_24.pos,polygon_24.edges,polygon_25.pos,polygon_25.edges,polygon_26.pos,polygon_26.edges,polygon_27.pos,polygon_27.edges,polygon_28.pos,polygon_28.edges,polygon_29.pos,polygon_29.edges,polygon_30.pos,polygon_30.edges,polygon_31.pos,polygon_31.edges,polygon_32.pos,polygon_32.edges,dot_size,ITI.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp.rt,key_resp.duration,break_2.started,break_2.stopped,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_3.ran
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,1129.1281,1129.626,,,1129.8805,1130.5308,left,,,,,,,,0.5,,,,,,1129.6263,1129.8803,1130.5313,"[-0.1282614103792621,-0.007111012124026061]",100.0,"[0.13773233598362158,0.007820748710547179]",100.0,"[0.03678144843686233,0.08755863999047322]",4.0,"[-0.1900631109733194,-0.04338608559399591]",100.0,"[-0.15056567084465344,-0.05346025536970228]",4.0,"[0.05075780284260822,0.16775408425943442]",4.0,"[-0.05912630990279793,0.17135471267380975]",4.0,"[0.023161776799294737,-0.1912311090338097]",100.0,"[-0.10130263318549741,-0.0620305243731819]",4.0,"[0.1424120146648595,0.05565529106015309]",4.0,"[0.17516535850428505,0.02760462753782859]",100.0,"[0.060102931906802284,-0.14690898945080327]",4.0,"[-0.08896627462270384,0.06271237540593251]",100.0,"[0.1689932975127739,-0.08183841935058467]",100.0,"[0.047677204891105926,-0.0034117281840025967]",4.0,"[-0.052420842767475495,-0.09243675929576992]",100.0,"[0.07485174480442852,0.12146467876180121]",4.0,"[-0.10118745765803273,0.10600475522735736]",100.0,"[-0.035225075878074864,0.06252405798047465]",100.0,"[-0.04978731010520536,0.1282440389686907]",4.0,"[-0.1400681075731328,0.05969814693784233]",100.0,"[-0.04638416078791158,-0.03721508469450883]",100.0,"[-0.12990806672537808,-0.10736343183738664]",4.0,"[0.11229375117869188,-0.09734408749815458]",4.0,"[-0.0027449127317774884,-0.013036162639123348]",4.0,"[-0.10749499895324333,0.16509067808784691]",100.0,"[0.0924693177992458,-0.028644519375895315]",4.0,"[0.08979779872782208,0.07515558390622204]",100.0,"[0.13145904596881797,0.10019791178726327]",4.0,"[-0.051945262473311736,0.0024879947004072525]",100.0,"[-0.19072549884032092,0.0019158213914772693]",100.0,"[-0.16415218146382543,0.10999956556459657]",4.0,"[0.02,0.02]",1131.6268,,,,,,0.6335,,,,0.0,167.0,167.0,119.0,1.0
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,1131.6279,1132.1235,,,1132.3755,1132.8736,left,,,,,,,,0.45,,,,,,1132.1236,1132.3754,1132.874,"[0.13615820836432163,0.03962111752210856]",4.0,"[0.1731528065056114,-0.08697774894243787]",100.0,"[0.023752326187719868,-0.17959317800275826]",100.0,"[0.12024202393037535,-0.15799239514110378]",4.0,"[-0.12543022075043211,-0.13299706012764806]",100.0,"[-0.09794293285616873,-0.0046842034084783905]",4.0,"[-0.014311899807060845,0.17537044300281607]",100.0,"[-0.15642684234476917,0.016225345398174128]",4.0,"[0.01809133619250034,0.04284899231001762]",4.0,"[-0.17972586245002314,-0.037007171214026434]",4.0,"[-0.12264420366400491,-0.056146775860503026]",4.0,"[-0.02651282986789011,0.10113780486687038]",4.0,"[-0.0775939253666227,-0.058418696352309965]",100.0,"[-0.10681440968376359,0.10480976607186074]",4.0,"[-0.07057033348937933,0.05460901812297351]",4.0,"[-0.05180945744553426,0.15440217598534253]",100.0,"[0.05254432670671897,0.07050383547087988]",100.0,"[0.09519717180055845,0.020872830836616996]",4.0,"[0.04247536957494726,0.16307105968718894]",100.0,"[-0.05842846833232252,-0.1370007288579337]",4.0,"[0.015173209224242137,0.1254784306075463]",4.0,"[0.14755785913767458,0.13463565492262614]",4.0,"[-0.030570453241128923,-0.03698790237111015]",4.0,"[0.0008690150217650403,-0.1435555147102483]",4.0,"[-0.10444541799894963,0.15627723969732177]",4.0,"[0.09212152588473016,0.1433086099289107]",4.0,"[0.08355218953252021,-0.09978106595065424]",100.0,"[-0.13790351442636173,0.06574246880510655]",100.0,"[-0.06141020759064722,-0.09572247278136699]",100.0,"[0.029747145336445818,-0.08634856824000597]",100.0,"[-0.01992051666988435,0.02956818467043491]",100.0,"[0.10700050398248552,-0.04543377014600496]",100.0,"[0.02,0.02]",1133.9718,,,,,,0.4848,,,,0.0,168.0,168.0,121.0,1.0
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,1133.9741,1134.4709,,,1134.7262,1135.4376,right,,,,,,,,0.9,,,,,,1134.4712,1134.7262,1135.438,"[0.15957600363154753,0.021144918910542577]",100.0,"[0.02316941597720935,-0.11499358912371169]",100.0,"[0.014279170998455163,0.12398688670587617]",4.0,"[-0.050784451171931866,0.12372197039697508]",100.0,"[-0.15993083376803038,-0.034761862080630423]",100.0,"[0.0039010324222289137,0.050113116070539476]",100.0,"[0.024302563943623956,-0.03230284300625147]",100.0,"[0.05730576131974678,-0.07124867111483767]",100.0,"[0.12826553528861706,-0.02349641942064167]",100.0,"[-0.02875493895858298,-0.1309612486487387]",100.0,"[-0.07155418275391223,-0.058076776108847754]",100.0,"[-0.14360788199770863,0.10967770767734902]",100.0,"[0.011612101500199484,0.19026613918741025]",100.0,"[-0.04458743190048606,-0.1686537758327784]",100.0,"[-0.1918203746907042,0.054970912444801394]",100.0,"[0.04035062999628198,-0.1664653905281923]",100.0,"[0.08915288550402178,0.14543574957262922]",100.0,"[0.05509479622878315,0.08388633903155486]",100.0,"[0.15267299393887865,0.09432705616950497]",100.0,"[0.10973439242804964,0.03527287728809832]",100.0,"[0.19196407605450957,-0.0062137489498018715]",4.0,"[-0.14183176975327388,0.0022215338608811584]",100.0,"[-0.13169874490091515,-0.12918230319040297]",100.0,"[-0.03838623725022621,0.011307539149777952]",100.0,"[0.06592975608000946,-0.11637572424359352]",4.0,"[0.05217669600076085,0.03736530702922421]",100.0,"[-0.02703033725210487,0.17056350091353137]",100.0,"[-0.0781247405880041,0.074438299220786]",100.0,"[0.15036273026959482,-0.11535971271591933]",100.0,"[0.15529696961442918,-0.06569239389187849]",100.0,"[0.13998178288880808,0.13891702580825968]",100.0,"[-0.13120507256482403,0.04571234062967268]",100.0,"[0.02,0.02]",1136.541,,,,,,0.6924,,,,0.0,169.0,169.0,6.0,1.0
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,1136.5423,1137.0384,,,1137.2897,1138.0187,left,,,,,,,,0.6,,,,,,1137.0385,1137.2896,1138.0189,"[0.03828552316056875,0.04066294808619426]",100.0,"[0.1061236438424468,0.020687816487429397]",100.0,"[-0.05785833717864164,0.1900190607140015]",100.0,"[0.13946504736198315,0.10145137114884843]",100.0,"[-0.021075472733574734,0.06774610394690331]",100.0,"[-0.18564656968292143,-0.046238084290951005]",100.0,"[0.13851070897163503,-0.10930107309039226]",100.0,"[-0.19638960565603658,0.013552256696846668]",4.0,"[0.0348754692535209,0.18052843438886443]",100.0,"[0.057504090180841405,-0.08180928588266904]",4.0,"[-0.032497486342613166,-0.17604151126606588]",100.0,"[0.16415055917114846,-0.011682198529707597]",4.0,"[-0.10704374784320184,0.14118129491443834]",100.0,"[-0.00565492240822184,-0.0700592328208657]",4.0,"[-0.1507141162961339,-0.11401899413814605]",4.0,"[-0.13886272712221648,0.014336655932872606]",4.0,"[0.014546967445893642,-0.14040778488352795]",100.0,"[-0.09140629902982257,-0.02509467592881038]",4.0,"[0.0761822330452962,-0.15098125042094593]",100.0,"[-0.08848450009710272,-0.10966473945762971]",4.0,"[0.08070225512629756,0.13565666364473697]",100.0,"[0.010315427224429486,-0.011186615445708353]",100.0,"[-0.13719805150938316,-0.03785946435619363]",4.0,"[-0.004060526337937933,0.12364746728232623]",100.0,"[-0.04106312247466518,0.027943735814214825]",4.0,"[-0.04434862309496448,-0.11527452924603682]",100.0,"[0.1306829335696009,-0.05774107313511297]",4.0,"[-0.06301578666625582,-0.06514101054097432]",100.0,"[0.051151506660688455,-0.025520918648206974]",4.0,"[0.19066717560926255,0.04998843665507464]",100.0,"[0.17485136890012215,-0.09215239697932243]",100.0,"[0.09019164174516278,-0.037302393706818676]",4.0,"[0.02,0.02]",1139.117,,,,,,0.7102,,,,0.0,170.0,170.0,49.0,1.0
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,1139.1184,1139.6213,,,1139.8677,1140.3684,left,,,,,,,,0.5,,,,,,1139.6214,1139.8676,1140.3685,"[-0.15004676310186968,0.10863953127097954]",4.0,"[-0.1085640445915477,-0.052644631277774]",100.0,"[0.11985395752583812,-0.15135856503937975]",4.0,"[0.07514622138830199,-0.03005620550951716]",100.0,"[-0.17341419895044272,-0.00608258842283886]",100.0,"[0.030456950880808124,-0.11111298429423615]",4.0,"[-0.04958654196118794,-0.15986595335736148]",100.0,"[-0.007899396276324753,0.18624946062015646]",4.0,"[-0.14603999420607763,0.06519505864872605]",4.0,"[0.0310219451469927,0.0016312516099282381]",4.0,"[-0.05728226961690331,0.11675558512988]",4.0,"[0.02542452827157654,0.11528743455623401]",100.0,"[-0.10989183625759276,0.013154108589471702]",100.0,"[0.010416415335000758,0.07476221540728645]",4.0,"[0.027620216318711616,-0.06838543068566966]",4.0,"[0.11251219614295015,0.15212398560046686]",4.0,"[0.09005098114155279,-0.12037057219634599]",100.0,"[0.13560001298027768,0.05664180927060774]",4.0,"[0.17279517309966957,-0.06475039402847066]",4.0,"[-0.032372412176261474,-0.02839558088160307]",100.0,"[-0.09823433392560528,0.12319384576772638]",100.0,"[-0.07718390949037633,0.07109812013225952]",4.0,"[0.1711724876768937,0.022272148606806024]",100.0,"[-0.1550561903283632,-0.08891545198875447]",100.0,"[-0.011069793996785279,0.0206949219655293]",4.0,"[-0.01592262568013308,0.13368972004149934]",4.0,"[-0.184484177458293,-0.050523393444502074]",4.0,"[0.13995249937857215,0.10933040953906654]",100.0,"[-0.07695341407247154,0.1680089898033477]",100.0,"[0.05428423330218985,0.07118879894097858]",100.0,"[-0.10225448038381588,-0.09503771456641454]",100.0,"[0.1022694582489927,-0.060071185469442595]",100.0,"[0.02,0.02]",1141.4652,,,,,,0.486,,,,0.0,171.0,171.0,90.0,1.0
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,1141.4663,1141.9657,,,1142.215,1142.8804,right,,,,,,,,0.45,,,,,,1141.9658,1142.2149,1142.8806,"[-0.09034697576755038,0.12322889722088103]",4.0,"[-0.15171216116649205,-0.09450096358243745]",4.0,"[0.05553078200883688,-0.01793399398397185]",4.0,"[-0.06559108100305366,0.011400789594025271]",4.0,"[-0.11713337883571245,0.03655107686082]",100.0,"[-0.0421624612144633,-0.06071783345967893]",100.0,"[0.0986881235244304,0.1524601304051309]",100.0,"[-0.12214870094083853,-0.06257743316284642]",100.0,"[0.08546552351440423,-0.07684437238619157]",100.0,"[-0.03179123096334068,0.10078786491750999]",4.0,"[0.15780336360867053,0.009475251997032315]",100.0,"[0.03857389197904152,-0.16842471590890767]",100.0,"[0.06367446299758561,0.1321032823459721]",4.0,"[-0.17847639232110232,-0.04395598309949151]",4.0,"[0.1894140308484428,-0.04076536292304001]",100.0,"[-0.028393370111766836,-0.009688436239621649]",4.0,"[0.14105195635959222,0.05580005697723488]",4.0,"[-0.09758505331530169,-0.025422590141115354]",4.0,"[-0.02250790920309427,-0.15403813832954633]",100.0,"[-0.16729532478661363,0.03114645805641682]",4.0,"[-0.07528098289659862,0.16650341316754108]",100.0,"[-0.17037885072425943,0.10166500750946268]",4.0,"[0.09337483233486235,0.04662847388713128]",4.0,"[0.12520025608057214,0.11608170018668641]",4.0,"[0.14946525040723843,-0.05542960451118556]",4.0,"[-0.07892681476302921,-0.18366306741953947]",4.0,"[-0.03593719816725465,0.14572088305359054]",100.0,"[0.041472598335063164,0.04437933665496523]",4.0,"[0.010975699724963806,0.13407331622492674]",100.0,"[-0.026775406427639196,0.045183263427475195]",100.0,"[0.10683023447657419,-0.012660667453867803]",4.0,"[0.015741921093516995,0.19053828741564163]",100.0,"[0.02,0.02]",1143.9781,,,,,,0.6505,,,,0.0,172.0,172.0,129.0,1.0
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,1143.9799,1144.4787,,,1144.7297,1145.195,left,,,,,,,,0.55,,,,,,1144.479,1144.7294,1145.1952,"[0.03640119526073221,0.026702851159283295]",100.0,"[0.06101584699418151,0.12457609158240489]",100.0,"[-0.030036990464769778,0.171481555094223]",100.0,"[-0.0858966468063488,0.13603288365705177]",100.0,"[0.11369476684844296,-0.11988395229734383]",4.0,"[-0.09203028443306281,-0.01104526705935248]",100.0,"[-0.04801732394654385,0.11180553697546348]",4.0,"[-0.14207821448751712,0.08775627634721227]",4.0,"[0.009511801533203508,0.18687263283970687]",4.0,"[0.13814764105049282,0.12382508693919157]",4.0,"[0.030816818722220404,0.1520015623609201]",4.0,"[-0.013025494353361505,0.04461045165483524]",4.0,"[-0.11399065580089869,0.05575715070007745]",100.0,"[0.1804632553731644,0.055340197867616556]",100.0,"[0.07797804272291564,0.16297797098368244]",100.0,"[0.0644757633017591,-0.06930187925793058]",100.0,"[-0.01709518162578838,-0.08562192835424208]",100.0,"[0.08757819369306415,0.03552042146107898]",100.0,"[-0.12521492106437665,-0.13647648936129148]",100.0,"[-0.03745430799032362,0.004783236420782677]",4.0,"[-0.14319923834311457,-0.07301896648475874]",100.0,"[0.06280109808711826,-0.15300433766466415]",4.0,"[0.12382317507445607,0.017485937119978562]",4.0,"[-0.15449822912794275,-0.015592792445853815]",4.0,"[0.029438818682870647,0.06692550421694633]",4.0,"[0.129162216538952,0.08316653347085409]",100.0,"[-0.10253026725571443,-0.08372866198717803]",100.0,"[-0.06117621305851479,-0.16186159943762468]",4.0,"[-0.03951429993574878,-0.042112316363243925]",4.0,"[0.019116541787888883,-0.02577418306454135]",100.0,"[0.12619463808200493,-0.03797862938025028]",100.0,"[0.17339612665228088,0.0033509149657567163]",100.0,"[0.02,0.02]",1146.2931,,,,,,0.4501,,,,0.0,173.0,173.0,62.0,1.0
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,1146.2943,1146.7925,,,1147.0431,1147.3746,right,,,,,,,,0.9,,,,,,1146.7926,1147.043,1147.3746,"[0.012862036292196562,0.008705656449953424]",4.0,"[0.06038375212270973,0.17431039782094643]",100.0,"[0.061966046900014345,-0.04832772232877844]",100.0,"[0.12760218273539015,-0.005916991038904277]",4.0,"[0.09076045208901483,-0.1531761685077902]",100.0,"[0.05930306098445273,-0.0008780556509630984]",100.0,"[0.009990702666384568,0.13472910637356952]",100.0,"[-0.0774215338479921,-0.11783817189987746]",100.0,"[0.17992996902886907,-0.04111071248208701]",4.0,"[-0.0421793888295398,0.022251448037865634]",100.0,"[-0.04526802476247661,0.08851468237258939]",100.0,"[-0.012149632974311212,-0.1759185448449083]",100.0,"[0.13919173330299975,-0.09414250598889061]",100.0,"[-0.1272089133556403,0.024958316681704038]",100.0,"[-0.14205872482187976,-0.11376584869402029]",100.0,"[0.12761501885020612,0.10074927195374991]",100.0,"[-0.1484970297588168,0.07742398663659883]",100.0,"[0.01697887454510478,-0.10718133634031997]",100.0,"[0.07497719761049103,0.08553010612272248]",100.0,"[0.08139669882245376,-0.0881355991120112]",100.0,"[-0.13538807878199277,0.14011522459804923]",100.0,"[-0.0735676847699575,0.12786956327805377]",100.0,"[-0.08668759113959297,0.07235542886208782]",100.0,"[0.052317937501922034,-0.18496562213849274]",100.0,"[0.0096062225533294,-0.04133281645387757]",100.0,"[-0.06222072249129554,-0.03036779154790881]",100.0,"[-0.058294053415017415,-0.1720223073942139]",100.0,"[-0.1994487228904499,0.0022135464627934605]",100.0,"[-0.044598791453773004,0.18600603573668564]",100.0,"[-0.10417576435076127,-0.04537049285755592]",100.0,"[-0.16329366712590088,-0.059726436467029916]",100.0,"[0.17088445153201684,0.09327205169022285]",100.0,"[0.02,0.02]",1148.4739,,,,,,0.3218,,,,0.0,174.0,174.0,11.0,1.0
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,1148.4753,1148.9741,,,1149.225,1149.8735,left,,,,,,,,0.55,,,,,,1148.9743,1149.2249,1149.8739,"[0.05095697048885812,0.02327593329331991]",4.0,"[-0.09541028000782706,0.10472581230203727]",4.0,"[-0.11772132592675325,0.15783878183183273]",4.0,"[-0.10505996164091203,-0.0689859752272462]",4.0,"[-0.04104676070295455,0.05514851229838561]",100.0,"[-0.056054179070423045,-0.021761932046261184]",4.0,"[0.14783847263399608,-0.07184960497936001]",100.0,"[-0.0227000373263697,0.1882122011749614]",4.0,"[0.06640538291552293,-0.16568098109408883]",4.0,"[-0.17211701941060636,0.07941112132086539]",4.0,"[-0.11588299734417526,-0.11706246476202033]",100.0,"[-0.14369411619780303,0.11871720074187017]",100.0,"[0.029722121943250746,0.09995379837182175]",100.0,"[-0.09579979691227737,0.056447542514298274]",100.0,"[0.10513626097269974,0.06809688445645892]",4.0,"[-0.043919569450200355,-0.15504033378612353]",100.0,"[0.10618860146975413,0.15175232358285756]",4.0,"[-0.10758184654652501,0.005812257444626174]",100.0,"[-0.011429262816698954,-0.09693062253905352]",100.0,"[-0.002652561943583611,0.007323227761818998]",100.0,"[0.1429440116062292,-0.12693323905231604]",100.0,"[-0.16602535964830503,-0.03280983552890138]",100.0,"[0.019284240343412168,0.19663897496545824]",100.0,"[0.03446878227989843,-0.015184967531742552]",4.0,"[0.04085371454662426,-0.12794840979356015]",100.0,"[-0.06237671850530567,0.1458115724232314]",100.0,"[-0.13549511704948775,0.04355246762474362]",4.0,"[0.08208637892474906,-0.014132422360070162]",100.0,"[-0.018791074753329085,0.09960178018420521]",100.0,"[0.14516153022196468,0.051128755154925626]",100.0,"[-0.19312042926163486,0.014118367840945492]",4.0,"[0.18779127377765992,0.011940713189172066]",4.0,"[0.02,0.02]",1150.9715,,,,,,0.6359,,,,0.0,175.0,175.0,60.0,1.0
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,1150.973,1151.4717,,,1151.725,1152.4055,left,,,,,,,,0.4,,,,,,1151.472,1151.7248,1152.4058,"[-0.04856376802900772,-0.0950804437649073]",4.0,"[0.09687172596403329,-0.0801285013778698]",100.0,"[-0.10951088210499241,-0.11666921633048727]",100.0,"[-0.028958373957998475,0.08297628865006418]",100.0,"[-0.16932567734953827,-0.08576062965167941]",4.0,"[0.020402302579170615,0.12659495997795503]",100.0,"[-0.07959169558754636,0.1822478726328729]",100.0,"[0.08004814933495344,-0.14056849131449933]",4.0,"[0.18740344697463443,0.044545323622891916]",4.0,"[-0.1646027636941742,0.05418319870785949]",100.0,"[0.03738530195041264,-0.15919363704699574]",4.0,"[0.06403905410165515,0.07332496107911834]",4.0,"[0.08876121921366771,0.13916579540572746]",4.0,"[-0.12417043484919911,0.0369526011714997]",100.0,"[-0.08324485038813069,0.11095911590378847]",4.0,"[-0.03440321864797105,-0.13837273136235584]",4.0,"[-0.12040627626275738,0.1588095802480634]",100.0,"[0.11090735777409771,0.04253681380609291]",4.0,"[-0.0851787342527203,-0.04558351070577804]",100.0,"[-0.020922125980334175,-0.18033731315352486]",4.0,"[0.14916115771180885,0.12505426057787794]",100.0,"[-0.18165510031309332,-0.017251934486809246]",4.0,"[-0.11807312525092464,-0.15710830500950446]",4.0,"[0.01927615895663099,-0.07268636866991468]",100.0,"[0.02427667978144289,0.06874441710286737]",4.0,"[-0.03763317568952656,-0.05413590997857854]",4.0,"[-0.09767156873644915,0.003404921204003684]",4.0,"[0.1666068582350882,-0.009138731211357125]",4.0,"[0.07846010067656296,-0.024727629033124577]",100.0,"[0.024735502838273204,-0.11366549667547134]",100.0,"[-0.025910459675438535,0.12469105533591404]",4.0,"[0.12054497711011358,-0.03705682193936512]",4.0,"[0.02,0.02]",1153.5032,,,,,,0.6664,,,,0.0,176.0,176.0,176.0,1.0
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,1153.5056,1154.0036,,,1154.2527,1155.2513,right,,,,,,,,0.9,,,,,,1154.0038,1154.2526,1155.2515,"[0.14654665737600642,0.07658703954901824]",100.0,"[-0.16825261121692345,-0.023127090951302984]",100.0,"[-0.02863983733729174,-0.136068599602692]",100.0,"[-0.038543255596009296,-0.03752425540934423]",100.0,"[-0.12144092529143397,-0.10902886247440279]",100.0,"[-0.005074197928716162,0.09627394269304451]",100.0,"[-0.09679525950539049,-0.0674887299434678]",100.0,"[-0.028068701678566555,-0.08625082751288293]",100.0,"[0.07756046026049007,0.09034899716628395]",100.0,"[0.03817767813029049,0.06737998562955529]",100.0,"[0.07159275399521592,0.04317782305090876]",100.0,"[0.09848263045840783,-0.0012434584777341682]",100.0,"[-0.09216772541034564,0.012566928281849058]",100.0,"[0.006643238790753731,-0.15895804887921913]",100.0,"[-0.022766897339265478,0.15390356940086933]",100.0,"[0.12946554427500723,-0.11072293602116604]",100.0,"[-0.07540394645753362,0.08854373685098776]",100.0,"[-0.0731802746748311,-0.17654881932984587]",100.0,"[0.06837349740503874,-0.12024001239496042]",100.0,"[-0.1705123387664331,-0.0760974926352537]",100.0,"[0.13997888231264824,0.034680933055899796]",100.0,"[0.14631773676187862,0.11925557681889548]",100.0,"[-0.16098790587910922,0.09945645600731011]",100.0,"[-0.1213570549628898,0.08766438855181302]",4.0,"[0.009173031533416816,-0.046053858435906474]",100.0,"[-0.009817706917341691,-0.19969194825734177]",4.0,"[0.08689188438234244,-0.16245955098380058]",100.0,"[0.11153477875409856,-0.07038795976048709]",100.0,"[-0.0001557716603809146,0.19668519520612165]",100.0,"[-0.015468661247158226,0.009808400732719554]",100.0,"[-0.08804926368665067,0.17798503447566622]",4.0,"[-0.11609160012632759,-0.15018262227224016]",100.0,"[0.02,0.02]",1156.3501,,,,,,0.988,,,,0.0,177.0,177.0,5.0,1.0
,,,,,,,68398283a2f2b6f05f300540,683aeeee751871b78dd2d16e,2025-05-31_07h59.10.347,shape_ratio,2024.1.5,Win32,60.97560976,683ae9196541af24d3a69e58,,,,,,,,,,,1156.3518,1156.8497,,,1157.1007,1157.566,left,,,,,,,,0.6,,,,,,1156.8498,1157.1005,1157.5665,"[0.0600565525091495,-0.01868498058632913]",100.0,"[-0.11233557445964418,-0.0342538674918035]",100.0,"[0.06590774786678834,0.0620451110411933]",4.0,"[0.12448164495150202,0.012651798008104398]",100.0,"[-0.08430272593558906,-0.13215004595958915]",100.0,"[0.11900971092726982,-0.11861405559299351]",100.0,"[-0.09227869119263947,-0.17565358483060534]",100.0,"[-0.027403419962549518,-0.008664326197103098]",100.0,"[0.02558696762485161,-0.07564104076388144]",4.0,"[-0.06833725528713339,-0.023092542240503527]",100.0,"[-0.15505923605390493,-0.043825280213541644]",100.0,"[0.07423319209281605,-0.11834967947911762]",100.0,"[0.07213312710919217,0.11681724890943895]",4.0,"[-0.07453689711716935,0.10828777492666163]",4.0,"[0.19110976065562352,-0.04431259401600601]",100.0,"[0.1448877684162486,-0.033465007608852806]",100.0,"[0.002770009980162117,-0.1554378881003193]",4.0,"[-0.180261610769411,0.016147389482756975]",100.0,"[0.12026813652596718,0.08959916361129085]",4.0,"[-0.04599320269428937,0.15768519318536123]",100.0,"[-0.005244644507646646,0.18342521819671295]",4.0,"[-0.11588032264464036,0.008727446102170886]",100.0,"[-0.11395366974242102,0.1389025646452976]",4.0,"[0.0016201936534861255,0.12990174516425115]",4.0,"[-0.04383565721038245,0.08234075871319617]",4.0,"[0.043293982798298616,0.025976411253392583]",100.0,"[-0.13226487217458627,0.09310451300553518]",4.0,"[-0.017352160632101706,0.04923909342078359]",100.0,"[-0.19588199145249385,-0.0378252380220102]",100.0,"[-0.06514649379805458,0.04066215378375039]",4.0,"[0.06951637022975586,0.17355647454769146]",100.0,"[0.178060950663613,0.07596661348719742]",4.0,"[0.02,0.02]",1158.6629,,,,,,0.4541,,,,0.0,178.0,178.0,48.0,1.0
